MethodJson	MethodSignature	FanInJsons	FanInSignatures	Accurate?	DiscardDays
9525.json	org.eclipse.jgit.lib.RefUpdate.getExpectedOldObjectId()	4979.json	org.eclipse.jgit.internal.storage.reftree.RefTreeUpdate.tryLock(boolean)	true	3176
5187.json	org.eclipse.jgit.internal.storage.pack.DeltaIndex.toString()	null	org.eclipse.jgit.internal.storage.pack.DeltaIndexTest.testIndexSize()	true	2893
6256.json	org.eclipse.jgit.revplot.PlotCommitList.getFreePosition(java.util.BitSet)	6255.json,6249.json	org.eclipse.jgit.revplot.PlotCommitList.nextFreeLane(java.util.BitSet),org.eclipse.jgit.revplot.PlotCommitList.handleMerge(int, org.eclipse.jgit.revplot.PlotCommit, org.eclipse.jgit.revplot.PlotCommit, org.eclipse.jgit.revplot.PlotCommit, org.eclipse.jgit.revplot.PlotLane)	true	1480
2016.json	org.eclipse.jgit.transport.Transport.isRemoveDeletedRefs()	1951.json	org.eclipse.jgit.transport.FetchProcess.executeImp(org.eclipse.jgit.lib.ProgressMonitor, org.eclipse.jgit.transport.FetchResult)	true	3176
6156.json	org.eclipse.jgit.storage.pack.PackConfig.isReuseObjects()	5148.json,5113.json,6209.json,6210.json,null,null	org.eclipse.jgit.internal.storage.pack.PackWriter.select(org.eclipse.jgit.internal.storage.pack.ObjectToPack, org.eclipse.jgit.internal.storage.pack.StoredObjectRepresentation),org.eclipse.jgit.internal.storage.pack.PackWriter.writePack(org.eclipse.jgit.lib.ProgressMonitor, org.eclipse.jgit.lib.ProgressMonitor, java.io.OutputStream),org.eclipse.jgit.storage.pack.PackConfig.fromConfig(org.eclipse.jgit.lib.Config),org.eclipse.jgit.storage.pack.PackConfig.toString(),org.eclipse.jgit.internal.storage.file.PackWriterTest.testContructor(),org.eclipse.jgit.internal.storage.file.PackWriterTest.testModifySettings()	true	3176
7096.json	org.eclipse.jgit.api.Git.apply()	null	org.eclipse.jgit.api.ApplyCommandTest.init(java.lang.String, boolean, boolean)	true	2288
6056.json	org.eclipse.jgit.dircache.DirCacheIterator.reset()	null	org.eclipse.jgit.dircache.DirCacheIteratorTest.testReset()	true	2839
2556.json	org.eclipse.jgit.transport.BaseReceivePack.setCheckReceivedObjects(boolean)	null,null,null,null,null,null,null	org.eclipse.jgit.transport.ReceivePackAdvertiseRefsHookTest.testUsingHiddenCommonBlobFails(),org.eclipse.jgit.transport.ReceivePackAdvertiseRefsHookTest.testCreateBranchAtHiddenCommitFails(),org.eclipse.jgit.transport.ReceivePackAdvertiseRefsHookTest.testUsingUnknownTreeFails(),org.eclipse.jgit.transport.ReceivePackAdvertiseRefsHookTest.newTransportLocalWithStrictValidation(),org.eclipse.jgit.transport.ReceivePackAdvertiseRefsHookTest.testUsingUnknownBlobFails(),org.eclipse.jgit.transport.ReceivePackAdvertiseRefsHookTest.testUsingHiddenDeltaBaseFails(),org.eclipse.jgit.transport.ReceivePackAdvertiseRefsHookTest.Anonymous-3284e204-865e-4c07-b757-5c0cb202cf48.createReceivePack(org.eclipse.jgit.lib.Repository)	true	3176
5832.json	org.eclipse.jgit.ignore.internal.Strings.lookBehind(java.lang.StringBuilder)	null	org.eclipse.jgit.ignore.internal.Strings.convertGlob(java.lang.String)	true	1322
7430.json	org.eclipse.jgit.api.RebaseCommand.getHeadName(org.eclipse.jgit.lib.Ref)	7433.json,7400.json,7428.json	org.eclipse.jgit.api.RebaseCommand.tryFastForward(org.eclipse.jgit.revwalk.RevCommit),org.eclipse.jgit.api.RebaseCommand.autoStash(),org.eclipse.jgit.api.RebaseCommand.initFilesAndRewind()	true	1648
238.json	org.eclipse.jgit.pgm.Diff.ignoreSpaceChange(boolean)	noCall	noCall	true	2899
2702.json	org.eclipse.jgit.transport.PushCertificateIdent.getUserId()	null,null,null	org.eclipse.jgit.transport.PushCertificateIdentTest.parseValid(),org.eclipse.jgit.transport.PushCertificateIdentTest.assertMatchesPersonIdent(java.lang.String, org.eclipse.jgit.lib.PersonIdent, java.lang.String),org.eclipse.jgit.transport.PushCertificateIdentTest.exoticUserId()	true	1088
8344.json	org.eclipse.jgit.util.sha1.SHA1.finish()	null,8345.json,8347.json	org.eclipse.jgit.util.sha1.SHA1.toObjectId(),org.eclipse.jgit.util.sha1.SHA1.digest(),org.eclipse.jgit.util.sha1.SHA1.digest(org.eclipse.jgit.lib.MutableObjectId)	true	468
2629.json	org.eclipse.jgit.transport.BaseReceivePack.release()	2642.json	org.eclipse.jgit.transport.ReceivePack.receive(java.io.InputStream, java.io.OutputStream, java.io.OutputStream)	true	2218
9524.json	org.eclipse.jgit.lib.RefUpdate.setNewObjectId(org.eclipse.jgit.lib.AnyObjectId)	null,null,null,null,null,null,7438.json,null,null,null,null,null,null,null,7421.json,9550.json,null,null,430.json,null,7434.json,6979.json,null,null,null,4565.json,null,null,null,7388.json,null,9333.json,null,3609.json,null,null,null,null,7471.json,null,null,null,null,null,null,null,7331.json,null,null,7224.json,null,null,null,7214.json,null,null,null,null,1853.json,null,null,null,null,null,6887.json,7385.json,7266.json,null,null,null,null,null,6309.json,167.json,null,null,7008.json,null,null,null,null,7300.json,435.json,null,null,null,null,7436.json	org.eclipse.jgit.lib.RefTest.testReadSymRefToLoosePacked(),org.eclipse.jgit.api.CommitCommandTest.commitSubmoduleUpdate(),org.eclipse.jgit.internal.storage.file.RefUpdateTest.testRenameBranchAlsoInPack(),org.eclipse.jgit.internal.storage.file.GcPackRefsTest.whileRefUpdatedRefUpdateSucceeds(),org.eclipse.jgit.lib.RefTest.testReadAllIncludingSymrefs(),org.eclipse.jgit.junit.RepositoryTestCase.createBranch(org.eclipse.jgit.lib.ObjectId, java.lang.String),org.eclipse.jgit.api.RebaseCommand.checkoutCommit(java.lang.String, org.eclipse.jgit.revwalk.RevCommit),org.eclipse.jgit.internal.storage.file.RefUpdateTest.testRefsCacheAfterUpdate(),org.eclipse.jgit.internal.storage.file.GcPackRefsTest.Anonymous-30d562ce-b7da-46d2-932c-facb3fd40d50.call(),org.eclipse.jgit.internal.storage.reftree.LocalDiskRefTreeDatabaseTest.testHeadOrigHead(),org.eclipse.jgit.internal.storage.file.RefUpdateTest.testDeleteWithoutHead(),org.eclipse.jgit.internal.storage.file.RefUpdateTest.testRenameRefNameColission2avoided(),org.eclipse.jgit.internal.storage.file.RefUpdateTest.updateRef(java.lang.String),org.eclipse.jgit.api.StashCreateCommand.updateStashRef(org.eclipse.jgit.lib.ObjectId, org.eclipse.jgit.lib.PersonIdent, java.lang.String),org.eclipse.jgit.api.RebaseCommand.updateHead(java.lang.String, org.eclipse.jgit.revwalk.RevCommit, org.eclipse.jgit.revwalk.RevCommit),org.eclipse.jgit.lib.RefUpdate.link(java.lang.String),org.eclipse.jgit.api.BranchCommandTest.testCreateFromLightweightTag(),org.eclipse.jgit.internal.storage.file.RefUpdateTest.testNoCacheObjectIdSubclass(),org.eclipse.jgit.pgm.Branch.run(),org.eclipse.jgit.internal.storage.file.RefUpdateTest.testDeleteLooseAndItsDirectory(),org.eclipse.jgit.api.RebaseCommand.tryFastForward(java.lang.String, org.eclipse.jgit.revwalk.RevCommit, org.eclipse.jgit.revwalk.RevCommit),org.eclipse.jgit.api.CommitCommand.call(),org.eclipse.jgit.internal.storage.file.RefUpdateTest.testUpdateRefForwardWithCheck1(),org.eclipse.jgit.internal.storage.file.RefUpdateTest.writeReflog(org.eclipse.jgit.lib.Repository, org.eclipse.jgit.lib.ObjectId, java.lang.String, java.lang.String),org.eclipse.jgit.lib.RepositoryResolveTest.testParseNonGitDescribe(),org.eclipse.jgit.internal.storage.file.RefDirectoryRename.doRename(),org.eclipse.jgit.internal.storage.reftree.RefTreeDatabaseTest.testUpdate_RefusesRefsTxnNamespace(),org.eclipse.jgit.internal.storage.file.RefUpdateTest.testDeleteLoosePackedRejected(),org.eclipse.jgit.junit.TestRepository.update(java.lang.String, T),org.eclipse.jgit.api.MergeCommand.updateHead(java.lang.StringBuilder, org.eclipse.jgit.lib.ObjectId, org.eclipse.jgit.lib.ObjectId),org.eclipse.jgit.api.PushCommandTest.testTrackingUpdate(),org.eclipse.jgit.lib.BatchRefUpdate.newUpdate(org.eclipse.jgit.transport.ReceiveCommand),org.eclipse.jgit.internal.storage.file.RefUpdateTest.testDeleteLoosePacked(),org.eclipse.jgit.internal.storage.dfs.DfsRefRename.doRename(),org.eclipse.jgit.internal.storage.file.RefUpdateTest.testDeleteHeadInBareRepo(),org.eclipse.jgit.junit.TestRepository.reset(org.eclipse.jgit.lib.AnyObjectId),org.eclipse.jgit.internal.storage.file.RefUpdateTest.testRefsCacheAfterUpdateLooseOnly(),org.eclipse.jgit.lib.RefTest.testReadLooseRef(),org.eclipse.jgit.api.CheckoutCommand.call(),org.eclipse.jgit.junit.TestRepository.reset(java.lang.String),org.eclipse.jgit.internal.storage.file.RefUpdateTest.testDeleteHEADreferencedRef(),org.eclipse.jgit.api.StashListCommandTest.emptyStashReflog(),org.eclipse.jgit.internal.storage.file.GcBranchPrunedTest.deleteMergedBranch_historyNotPruned(),org.eclipse.jgit.internal.storage.file.RefUpdateTest.testUpdateRefForward(),org.eclipse.jgit.internal.storage.file.RefUpdateTest.testUpdateRefDetached(),org.eclipse.jgit.internal.storage.file.RefUpdateTest.testCreateMissingObject(),org.eclipse.jgit.api.CreateBranchCommand.call(),org.eclipse.jgit.merge.MergeMessageFormatterTest.setUp(),org.eclipse.jgit.internal.storage.file.RefUpdateTest.testRenameRefNameColission1avoided(),org.eclipse.jgit.api.AddNoteCommand.commitNoteMap(org.eclipse.jgit.lib.Repository, java.lang.String, org.eclipse.jgit.revwalk.RevWalk, org.eclipse.jgit.notes.NoteMap, org.eclipse.jgit.revwalk.RevCommit, org.eclipse.jgit.lib.ObjectInserter, java.lang.String),org.eclipse.jgit.transport.PushConnectionTest.setUp(),org.eclipse.jgit.transport.PushCertificateStore.updateRef(org.eclipse.jgit.lib.ObjectId),org.eclipse.jgit.internal.storage.file.RefUpdateTest.testDeleteForce(),org.eclipse.jgit.api.StashDropCommand.updateRef(org.eclipse.jgit.lib.Ref, org.eclipse.jgit.lib.ObjectId),org.eclipse.jgit.lib.RepositoryResolveTest.resolveUpstream(),org.eclipse.jgit.internal.storage.file.RefUpdateTest.testUpdateMissingObject(),org.eclipse.jgit.internal.storage.reftree.RefTreeDatabaseTest.commit(org.eclipse.jgit.internal.storage.reftree.RefTreeDatabaseTest.Function),org.eclipse.jgit.internal.storage.file.RefUpdateTest.testForceUpdateMissingObject(),org.eclipse.jgit.transport.ReceiveCommand.execute(org.eclipse.jgit.transport.BaseReceivePack),org.eclipse.jgit.internal.storage.file.RefUpdateTest.testUpdateRefLockFailureWrongOldValue(),org.eclipse.jgit.api.CommitAndLogCommandTest.testMergeEmptyBranches(),org.eclipse.jgit.api.RebaseCommand.updateStashRef(org.eclipse.jgit.lib.ObjectId, org.eclipse.jgit.lib.PersonIdent, java.lang.String),org.eclipse.jgit.lib.ReflogConfigTest.commit(java.lang.String, long, int),org.eclipse.jgit.internal.storage.file.RefUpdateTest.testUpdateRefForwardWithCheck2(),org.eclipse.jgit.api.CloneCommand.checkout(org.eclipse.jgit.lib.Repository, org.eclipse.jgit.transport.FetchResult),org.eclipse.jgit.api.MergeCommand.call(),org.eclipse.jgit.api.SubmoduleUpdateCommand.call(),org.eclipse.jgit.api.BranchCommandTest.setUp(),org.eclipse.jgit.pgm.BranchTest.testListDetached(),org.eclipse.jgit.internal.storage.file.RefUpdateTest.testUpdateRefDetachedUnbornHead(),org.eclipse.jgit.api.RebaseCommandTest.checkoutCommit(org.eclipse.jgit.revwalk.RevCommit),org.eclipse.jgit.api.BranchCommandTest.testRenameLocalBranch(),org.eclipse.jgit.gitrepo.RepoCommand.call(),org.eclipse.jgit.pgm.debug.RebuildRefTree.run(),org.eclipse.jgit.internal.storage.reftree.RefTreeDatabaseTest.testUpdate_RefusesOrigHeadOnBare(),org.eclipse.jgit.api.StashListCommandTest.newStashUpdate(org.eclipse.jgit.lib.ObjectId),org.eclipse.jgit.api.ResetCommand.call(),org.eclipse.jgit.internal.storage.file.BatchRefUpdateTest.writeRef(java.lang.String, org.eclipse.jgit.lib.AnyObjectId),org.eclipse.jgit.lib.RefTest.testReadSimplePackedRefSameRepo(),org.eclipse.jgit.api.BranchCommandTest.setUpRepoWithRemote(),org.eclipse.jgit.internal.storage.reftree.RefTreeDatabaseTest.testUpdate_RefusesDotLockInRefName(),org.eclipse.jgit.api.TagCommand.updateTagRef(org.eclipse.jgit.lib.ObjectId, org.eclipse.jgit.revwalk.RevWalk, java.lang.String, java.lang.String),org.eclipse.jgit.pgm.Branch.delete(java.util.List<java.lang.String>, boolean),org.eclipse.jgit.internal.storage.file.RefUpdateTest.testUpdateRefNoChange(),org.eclipse.jgit.internal.storage.file.T0003_BasicTest.test028_LockPackedRef(),org.eclipse.jgit.lib.RefTest.writeNewRef(java.lang.String, org.eclipse.jgit.lib.ObjectId),org.eclipse.jgit.internal.storage.file.RefUpdateTest.testUpdateRefLockFailureLocked(),org.eclipse.jgit.api.RebaseCommand.abort(org.eclipse.jgit.api.RebaseResult)	true	3176
9537.json	org.eclipse.jgit.lib.RefUpdate.getOldObjectId()	4565.json,4102.json,7008.json	org.eclipse.jgit.internal.storage.file.RefDirectoryRename.doRename(),org.eclipse.jgit.internal.storage.file.ReflogWriter.log(org.eclipse.jgit.lib.RefUpdate, java.lang.String, boolean),org.eclipse.jgit.api.ResetCommand.call()	true	3176
3638.json	org.eclipse.jgit.internal.storage.dfs.DfsPackDescription.setReftableStats(org.eclipse.jgit.internal.storage.reftable.ReftableWriter.Stats)	3386.json,3604.json,null,null,null,null,null	org.eclipse.jgit.internal.storage.dfs.DfsGarbageCollector.writeReftable(org.eclipse.jgit.internal.storage.dfs.DfsPackDescription, java.util.Collection<org.eclipse.jgit.lib.Ref>),org.eclipse.jgit.internal.storage.dfs.ReftableBatchRefUpdate.applyUpdates(org.eclipse.jgit.revwalk.RevWalk, java.util.List<org.eclipse.jgit.transport.ReceiveCommand>),org.eclipse.jgit.internal.storage.dfs.DfsGarbageCollectorTest.reftableWithoutTombstoneResurrected(),org.eclipse.jgit.internal.storage.dfs.DfsGarbageCollectorTest.compactsReftables(),org.eclipse.jgit.internal.storage.dfs.DfsGarbageCollectorTest.reftableWithTombstoneNotResurrected(),org.eclipse.jgit.internal.storage.dfs.DfsPackCompactor.writeReftable(org.eclipse.jgit.internal.storage.dfs.DfsObjDatabase, org.eclipse.jgit.internal.storage.dfs.DfsPackDescription, org.eclipse.jgit.internal.storage.reftable.ReftableCompactor),org.eclipse.jgit.internal.storage.dfs.DfsGarbageCollector.compactReftable(org.eclipse.jgit.internal.storage.dfs.DfsPackDescription, org.eclipse.jgit.internal.storage.reftable.ReftableCompactor)	true	286
5895.json	org.eclipse.jgit.dircache.DirCache.unlock()	7019.json,null,null,null,null,6025.json,5877.json,null,null,7040.json,5946.json,7018.json,7020.json,7422.json,null,6979.json,7193.json,7477.json,7530.json,974.json,null,7471.json,null,7243.json,null,null,null	org.eclipse.jgit.api.ResetCommand.resetIndex(org.eclipse.jgit.lib.ObjectId),org.eclipse.jgit.api.RevertCommandTest.testRevertOverExecutableChangeOnNonExectuableFileSystem(),org.eclipse.jgit.api.PathCheckoutCommandTest.validateIndex(org.eclipse.jgit.api.Git),org.eclipse.jgit.api.CherryPickCommandTest.testCherryPickOverExecutableChangeOnNonExectuableFileSystem(),org.eclipse.jgit.lib.DirCacheCheckoutTest.checkout(),org.eclipse.jgit.dircache.DirCacheCheckout.checkout(),org.eclipse.jgit.dircache.DirCache.lock(java.io.File, org.eclipse.jgit.util.FS),org.eclipse.jgit.dircache.DirCacheBasicTest.testLockMissing_TempIndex(),org.eclipse.jgit.pgm.ArchiveTest.testArchivePreservesMode(),org.eclipse.jgit.api.StashCreateCommand.call(),org.eclipse.jgit.dircache.DirCacheEditor.commit(),org.eclipse.jgit.api.ResetCommand.resetIndexForPaths(org.eclipse.jgit.lib.ObjectId),org.eclipse.jgit.api.ResetCommand.checkoutIndex(org.eclipse.jgit.lib.ObjectId),org.eclipse.jgit.api.RebaseCommand.checkoutCurrentHead(),org.eclipse.jgit.lib.DirCacheCheckoutTest.resetHardAndCount(org.eclipse.jgit.revwalk.RevCommit),org.eclipse.jgit.api.CommitCommand.call(),org.eclipse.jgit.api.RmCommand.call(),org.eclipse.jgit.api.CheckoutCommand.checkoutPaths(),org.eclipse.jgit.api.AddCommand.call(),org.eclipse.jgit.merge.ResolveMerger.mergeImpl(),org.eclipse.jgit.dircache.DirCacheBasicTest.testWriteEmptyUnlock_RealIndex(),org.eclipse.jgit.api.CheckoutCommand.call(),org.eclipse.jgit.lib.DirCacheCheckoutTest.prescanTwoTrees(org.eclipse.jgit.lib.ObjectId, org.eclipse.jgit.lib.ObjectId),org.eclipse.jgit.api.StashApplyCommand.resetIndex(org.eclipse.jgit.revwalk.RevTree),org.eclipse.jgit.dircache.DirCacheBasicTest.testWriteEmptyLockEmpty_RealIndex(),org.eclipse.jgit.dircache.DirCacheBasicTest.testLockMissing_RealIndex(),org.eclipse.jgit.pgm.ArchiveTest.testTarPreservesMode()	true	3176
5726.json	org.eclipse.jgit.revwalk.filter.PatternMatchRevFilter.forceToRaw(java.lang.String)	noCall	noCall	true	3176
5676.json	org.eclipse.jgit.revwalk.RewriteGenerator.rewrite(org.eclipse.jgit.revwalk.RevCommit)	5675.json	org.eclipse.jgit.revwalk.RewriteGenerator.next()	true	3176
7236.json	org.eclipse.jgit.api.StashApplyCommand.getStashId()	7237.json	org.eclipse.jgit.api.StashApplyCommand.call()	true	2280
