MethodJson	MethodSignature	FanInJsons	FanInSignatures	Accurate?	DiscardDays
6092.json	com.mongodb.client.model.FindOneAndDeleteOptions.getCollation()	9155.json	com.mongodb.internal.operation.Operations.findOneAndDelete(org.bson.conversions.Bson, com.mongodb.client.model.FindOneAndDeleteOptions)	true	722
9727.json	com.mongodb.internal.event.ClusterListenerMulticaster.clusterOpening(com.mongodb.event.ClusterOpeningEvent)	noCall	noCall	true	382
3233.json	org.bson.BsonType.findByValue(int)	3346.json	org.bson.BsonBinaryReader.readBsonType()	true	2122
424.json	com.mongodb.MongoClient.watch(com.mongodb.client.ClientSession)	noCall	noCall	true	42
5995.json	com.mongodb.client.model.IndexOptionDefaults.storageEngine(org.bson.conversions.Bson)	noCall	noCall	true	1025
9488.json	com.mongodb.operation.CreateViewOperation.executeAsync(com.mongodb.binding.AsyncWriteBinding, com.mongodb.async.SingleResultCallback<java.lang.Void>)	noCall	noCall	true	689
4154.json	org.bson.BasicBSONEncoder.encode(org.bson.BSONObject)	null	org.bson.BSON.encode(org.bson.BSONObject)	true	1912
10926.json	com.mongodb.internal.session.ClientSessionContext.advanceOperationTime(org.bson.BsonTimestamp)	noCall	noCall	true	315
5900.json	com.mongodb.client.model.Filters.all(java.lang.String, java.lang.Iterable<TItem>)	null,5899.json	documentation.DocumentationSamples.testQueryingArrayValues(),com.mongodb.client.model.Filters.all(java.lang.String, TItem...)	true	1247
3956.json	org.bson.LazyBSONObject.equals(java.lang.Object)	noCall	noCall	true	1899
6538.json	com.mongodb.connection.ConnectionDescription.getDefaultMaxWriteBatchSize()	6906.json	com.mongodb.internal.connection.DescriptionHelper.getMaxWriteBatchSize(org.bson.BsonDocument)	true	1379
551.json	com.mongodb.LazyDBEncoder.writeObject(org.bson.io.OutputBuffer, org.bson.BSONObject)	noCall	noCall	true	1899
9935.json	com.mongodb.async.client.MongoCollectionImpl.dropIndex(com.mongodb.async.client.ClientSession, org.bson.conversions.Bson, com.mongodb.async.SingleResultCallback<java.lang.Void>)	noCall	noCall	true	1218
7384.json	com.mongodb.internal.connection.NoOpSessionContext.isCausallyConsistent()	noCall	noCall	true	295
6883.json	com.mongodb.client.model.FindOptions.toString()	noCall	noCall	true	1390
10653.json	com.mongodb.async.client.gridfs.GridFSDownloadStreamImpl.close(com.mongodb.async.SingleResultCallback<java.lang.Void>)	noCall	noCall	true	842
4082.json	org.bson.util.AbstractCopyOnWriteMap.putAll(java.util.Map<? extends K, ? extends V>)	noCall	noCall	true	2030
9314.json	com.mongodb.operation.QueryBatchCursor.initFromQueryResult(com.mongodb.connection.QueryResult<T>)	9315.json,9312.json	com.mongodb.operation.QueryBatchCursor.initFromCommandResult(org.bson.BsonDocument),com.mongodb.operation.QueryBatchCursor.getMore()	true	1347
1197.json	com.mongodb.client.internal.MongoCollectionImpl.find(com.mongodb.client.ClientSession)	noCall	noCall	true	1410
2220.json	org.bson.json.JsonReader.doReadDateTime()	noCall	noCall	true	1505
60.json	com.mongodb.client.model.DBCollectionFindOptions.partial(boolean)	40.json	com.mongodb.client.model.DBCollectionFindOptions.copy()	true	700
10788.json	com.mongodb.bulk.IndexRequest.isBackground()	9621.json	com.mongodb.operation.CreateIndexesOperation.getIndex(com.mongodb.bulk.IndexRequest)	true	1634
7146.json	com.mongodb.internal.connection.ConcurrentLinkedDeque.size()	7049.json	com.mongodb.internal.connection.ConcurrentPool.getAvailableCount()	true	1708
3927.json	org.bson.LazyBSONObject.getOffset()	noCall	noCall	true	1808
10859.json	com.mongodb.internal.authentication.SaslPrep.surrogateCodePoint(int)	10854.json	com.mongodb.internal.authentication.SaslPrep.prohibited(int)	true	106
2520.json	org.bson.BsonDocument.remove(java.lang.Object)	4029.json,6276.json,6085.json,null,7410.json	org.bson.BsonDocumentWrapper.remove(java.lang.Object),com.mongodb.client.gridfs.codecs.GridFSFileCodec.decode(org.bson.BsonReader, org.bson.codecs.DecoderContext),com.mongodb.client.model.Projections.combine(java.util.List<java.lang.String>, org.bson.BsonValue),com.mongodb.client.model.Projections.FieldsProjection.toBsonDocument(java.lang.Class<TDocument>, org.bson.codecs.configuration.CodecRegistry),com.mongodb.internal.connection.ClientMetadataHelper.createClientMetadataDocument(java.lang.String, com.mongodb.MongoDriverInformation, org.bson.BsonDocument)	true	1505
132.json	com.mongodb.client.model.DBCollectionUpdateOptions.encoder(com.mongodb.DBEncoder)	null	com.mongodb.DBCollection.update(com.mongodb.DBObject, com.mongodb.DBObject, boolean, boolean, com.mongodb.WriteConcern, java.lang.Boolean, com.mongodb.DBEncoder)	true	700
2090.json	org.bson.AbstractBsonWriter.writeMinKey(java.lang.String)	8315.json	com.mongodb.internal.connection.LevelCountingBsonWriter.writeMinKey(java.lang.String)	true	2122
122.json	com.mongodb.client.model.DBCollectionUpdateOptions.bypassDocumentValidation(java.lang.Boolean)	null	com.mongodb.DBCollection.update(com.mongodb.DBObject, com.mongodb.DBObject, boolean, boolean, com.mongodb.WriteConcern, java.lang.Boolean, com.mongodb.DBEncoder)	true	700
5825.json	com.mongodb.client.model.UpdateOneModel.getUpdate()	9168.json	com.mongodb.internal.operation.Operations.bulkWrite(java.util.List<? extends com.mongodb.client.model.WriteModel<? extends TDocument>>, com.mongodb.client.model.BulkWriteOptions)	true	1410
345.json	com.mongodb.DBCursor.hasNext()	377.json,396.json,679.json,null,346.json,375.json	com.mongodb.DBCursor.itcount(),com.mongodb.DBCursor.fillArray(int),com.mongodb.gridfs.GridFS.find(com.mongodb.DBObject, com.mongodb.DBObject),com.mongodb.gridfs.CLI.main(java.lang.String[]),com.mongodb.DBCursor.next(),com.mongodb.DBCursor.one()	true	2057
43.json	com.mongodb.client.model.DBCollectionFindOptions.getSkip()	363.json,378.json	com.mongodb.DBCursor.getQueryOperation(org.bson.codecs.Decoder<com.mongodb.DBObject>),com.mongodb.DBCursor.size()	true	700
10638.json	com.mongodb.async.client.gridfs.GridFSUploadStreamImpl.releaseWritingLock()	10632.json,10631.json,null,10628.json,null,10627.json,null,10630.json,null,10633.json	com.mongodb.async.client.gridfs.GridFSUploadStreamImpl.write(int, java.nio.ByteBuffer, com.mongodb.async.SingleResultCallback<java.lang.Integer>),com.mongodb.async.client.gridfs.GridFSUploadStreamImpl.close(com.mongodb.async.SingleResultCallback<java.lang.Void>),com.mongodb.async.client.gridfs.GridFSUploadStreamImpl.Anonymous-f55c7b22-224d-47ab-89ec-1385bbc823f7.onResult(java.lang.Void, java.lang.Throwable),com.mongodb.async.client.gridfs.GridFSUploadStreamImpl.abort(com.mongodb.async.SingleResultCallback<java.lang.Void>),com.mongodb.async.client.gridfs.GridFSUploadStreamImpl.Anonymous-29584034-ab79-4682-8b61-2cf8e4d0b79a.onResult(java.lang.Void, java.lang.Throwable),com.mongodb.async.client.gridfs.GridFSUploadStreamImpl.Anonymous-89163016-250e-4f5e-9b6f-3842206f5717.onResult(com.mongodb.client.result.DeleteResult, java.lang.Throwable),com.mongodb.async.client.gridfs.GridFSUploadStreamImpl.Anonymous-b99d71bb-c47a-43ee-b96e-4dc17b91a469.onResult(java.lang.Void, java.lang.Throwable),com.mongodb.async.client.gridfs.GridFSUploadStreamImpl.write(java.nio.ByteBuffer, com.mongodb.async.SingleResultCallback<java.lang.Integer>),com.mongodb.async.client.gridfs.GridFSUploadStreamImpl.Anonymous-275af63c-4cb0-4cbc-b221-b97c818f74e5.onResult(java.lang.Void, java.lang.Throwable),com.mongodb.async.client.gridfs.GridFSUploadStreamImpl.takeWritingLock(com.mongodb.async.SingleResultCallback<T>)	true	842
8759.json	com.mongodb.operation.ChangeStreamBatchCursor.Anonymous-8e754ea6-6591-4815-b8e1-70a522aa288a.apply(com.mongodb.operation.BatchCursor<org.bson.RawBsonDocument>)	noCall	noCall	true	342
7778.json	com.mongodb.internal.connection.InsertProtocol.Anonymous-02cd3f1f-7230-478a-b269-47e5f78b50b3.onResult(com.mongodb.WriteConcernResult, java.lang.Throwable)	noCall	noCall	true	1554
6183.json	com.mongodb.client.model.Updates.popFirst(java.lang.String)	noCall	noCall	true	1176
1298.json	com.mongodb.client.internal.MongoCollectionImpl.listIndexes(java.lang.Class<TResult>)	1297.json	com.mongodb.client.internal.MongoCollectionImpl.listIndexes()	true	2044
8354.json	com.mongodb.internal.connection.BaseCluster.getCurrentDescription()	null,7523.json	com.mongodb.internal.connection.MultiServerCluster.onChange(com.mongodb.event.ServerDescriptionChangedEvent),com.mongodb.internal.connection.SingleServerCluster.publishDescription(com.mongodb.connection.ServerDescription)	true	1296
1313.json	com.mongodb.client.internal.MongoCollectionImpl.dropIndexes(com.mongodb.client.ClientSession, com.mongodb.client.model.DropIndexOptions)	noCall	noCall	true	239
9873.json	com.mongodb.async.client.MongoCollectionImpl.executeReplaceOne(com.mongodb.async.client.ClientSession, org.bson.conversions.Bson, TDocument, com.mongodb.client.model.ReplaceOptions, com.mongodb.async.SingleResultCallback<com.mongodb.client.result.UpdateResult>)	9870.json,9872.json	com.mongodb.async.client.MongoCollectionImpl.replaceOne(org.bson.conversions.Bson, TDocument, com.mongodb.client.model.ReplaceOptions, com.mongodb.async.SingleResultCallback<com.mongodb.client.result.UpdateResult>),com.mongodb.async.client.MongoCollectionImpl.replaceOne(com.mongodb.async.client.ClientSession, org.bson.conversions.Bson, TDocument, com.mongodb.client.model.ReplaceOptions, com.mongodb.async.SingleResultCallback<com.mongodb.client.result.UpdateResult>)	true	1323
5655.json	com.mongodb.client.model.Sorts.descending(java.lang.String...)	null	tour.QuickTour.main(java.lang.String[])	true	1247
6228.json	com.mongodb.client.model.IndexOptions.getExpireAfter(java.util.concurrent.TimeUnit)	9171.json	com.mongodb.internal.operation.Operations.createIndexes(java.util.List<com.mongodb.client.model.IndexModel>, com.mongodb.client.model.CreateIndexOptions)	true	1229
8799.json	com.mongodb.operation.AggregateOperationImpl.getCollation()	8595.json,9510.json	com.mongodb.operation.ChangeStreamOperation.getCollation(),com.mongodb.operation.AggregateOperation.getCollation()	true	42
8539.json	com.mongodb.operation.CommitTransactionOperation.Anonymous-eb17e4c3-b042-4e8f-939f-d62409ed497c.onResult(java.lang.Void, java.lang.Throwable)	noCall	noCall	true	45
7312.json	com.mongodb.internal.connection.ReplyHeader.isCursorNotFound()	7338.json,7344.json	com.mongodb.internal.connection.GetMoreProtocol.execute(com.mongodb.internal.connection.InternalConnection),com.mongodb.internal.connection.GetMoreProtocol.GetMoreResultCallback.callCallback(com.mongodb.internal.connection.ResponseBuffers, java.lang.Throwable)	true	2043
5790.json	com.mongodb.client.model.InsertManyOptions.bypassDocumentValidation(java.lang.Boolean)	noCall	noCall	true	1015
11068.json	com.mongodb.BasicDBObject.hashCode()	noCall	noCall	true	184
753.json	com.mongodb.DefaultDBEncoder.putSpecial(java.lang.String, java.lang.Object)	noCall	noCall	true	1828
269.json	com.mongodb.DBCollection.translateWriteRequestsToNew(java.util.List<com.mongodb.WriteRequest>)	268.json	com.mongodb.DBCollection.executeBulkWriteOperation(boolean, java.lang.Boolean, java.util.List<com.mongodb.WriteRequest>, com.mongodb.WriteConcern)	true	1638
11493.json	com.mongodb.Tag.getValue()	11376.json	com.mongodb.TaggableReadPreference.toDocument(com.mongodb.TagSet)	true	1443
9364.json	com.mongodb.operation.ListCollectionsOperation.ProjectingAsyncBatchCursor.getBatchSize()	noCall	noCall	true	1311
5908.json	com.mongodb.client.model.Filters.geoWithin(java.lang.String, com.mongodb.client.model.geojson.Geometry)	noCall	noCall	true	1192
3355.json	org.bson.BsonBinaryReader.doReadDecimal128()	noCall	noCall	true	739
8618.json	com.mongodb.operation.DropCollectionOperation.getCommand(com.mongodb.connection.ConnectionDescription)	8614.json,8616.json,8617.json,8613.json	com.mongodb.operation.DropCollectionOperation.execute(com.mongodb.binding.WriteBinding),com.mongodb.operation.DropCollectionOperation.Anonymous-6ae8277e-7f49-409f-9052-fcc85636756d.call(com.mongodb.connection.AsyncConnection, java.lang.Throwable),com.mongodb.operation.DropCollectionOperation.executeAsync(com.mongodb.binding.AsyncWriteBinding, com.mongodb.async.SingleResultCallback<java.lang.Void>),com.mongodb.operation.DropCollectionOperation.Anonymous-9adc0acc-bb61-43e3-8973-bd768ad7a8cf.call(com.mongodb.connection.Connection)	true	1562
3446.json	org.bson.io.OutputBuffer.close()	7608.json,8491.json	com.mongodb.internal.connection.SendMessageCallback.onResult(java.lang.Void, java.lang.Throwable),com.mongodb.internal.connection.WriteProtocol.UnacknowledgedWriteResultCallback.onResult(java.lang.Void, java.lang.Throwable)	true	2036
6032.json	com.mongodb.client.model.CountOptions.hint(org.bson.conversions.Bson)	noCall	noCall	true	1410
9247.json	com.mongodb.operation.MapReduceToCollectionOperation.getCollectionName()	9289.json	com.mongodb.operation.MapReduceToCollectionOperation.getCommand(com.mongodb.connection.ConnectionDescription)	true	1843
3384.json	org.bson.BsonArray.isEmpty()	6909.json,null,null	com.mongodb.internal.connection.DescriptionHelper.listToSet(org.bson.BsonArray),com.mongodb.operation.UserExistsOperation.transformer(),com.mongodb.operation.UserExistsOperation.Anonymous-7eda0bba-9c92-482b-89fb-f6c873fd24e3.apply(org.bson.BsonDocument, com.mongodb.ServerAddress)	true	1505
3085.json	org.bson.codecs.IterableCodecProvider.get(java.lang.Class<T>, org.bson.codecs.configuration.CodecRegistry)	noCall	noCall	true	840
7943.json	com.mongodb.internal.connection.ScramShaAuthenticator.ScramShaSaslClient.hi(byte[], byte[], int)	7936.json	com.mongodb.internal.connection.ScramShaAuthenticator.ScramShaSaslClient.getClientProof(java.lang.String, java.lang.String, int, java.lang.String)	true	1443
4930.json	com.mongodb.async.client.MongoIterableSubscription.calculateBatchSize()	4929.json,4926.json	com.mongodb.async.client.MongoIterableSubscription.requestMoreData(),com.mongodb.async.client.MongoIterableSubscription.requestInitialData()	true	1169
1988.json	org.bson.Document.toJson(org.bson.json.JsonWriterSettings)	1987.json	org.bson.Document.toJson()	true	1234
38.json	com.mongodb.client.model.DBCollectionCountOptions.getCollation()	202.json	com.mongodb.DBCollection.getCount(com.mongodb.DBObject, com.mongodb.client.model.DBCollectionCountOptions)	true	725
9858.json	com.mongodb.async.client.MongoCollectionImpl.insertMany(com.mongodb.async.client.ClientSession, java.util.List<? extends TDocument>, com.mongodb.client.model.InsertManyOptions, com.mongodb.async.SingleResultCallback<java.lang.Void>)	9857.json	com.mongodb.async.client.MongoCollectionImpl.insertMany(com.mongodb.async.client.ClientSession, java.util.List<? extends TDocument>, com.mongodb.async.SingleResultCallback<java.lang.Void>)	true	246
4081.json	org.bson.util.AbstractCopyOnWriteMap.putIfAbsent(K, V)	noCall	noCall	true	2030
2951.json	org.bson.codecs.pojo.ClassModelBuilder.discriminator(java.lang.String)	2786.json,2890.json	org.bson.codecs.pojo.ConventionDefaultsImpl.apply(org.bson.codecs.pojo.ClassModelBuilder<?>),org.bson.codecs.pojo.ConventionAnnotationImpl.processClassAnnotation(org.bson.codecs.pojo.ClassModelBuilder<?>, java.lang.annotation.Annotation)	true	480
3875.json	org.bson.BsonBinaryWriter.validateSize(int)	3874.json,3868.json	org.bson.BsonBinaryWriter.backpatchSize(),org.bson.BsonBinaryWriter.pipeDocument(org.bson.BsonReader, java.util.List<org.bson.BsonElement>)	true	284
10911.json	com.mongodb.internal.session.ServerSessionPool.ServerSessionImpl.advanceTransactionNumber()	noCall	noCall	true	315
591.json	com.mongodb.MongoClientOptions.getClusterListeners()	null	com.mongodb.Mongo.getClusterSettings(java.util.List<com.mongodb.ServerAddress>, com.mongodb.MongoClientOptions, com.mongodb.connection.ClusterConnectionMode)	true	822
3641.json	org.bson.BsonValue.asDecimal128()	2481.json,3246.json,2510.json	org.bson.BsonDocument.getDecimal128(java.lang.Object),org.bson.BsonDocumentReader.doReadDecimal128(),org.bson.BsonDocument.getDecimal128(java.lang.Object, org.bson.BsonDecimal128)	true	739
1499.json	com.mongodb.client.internal.FindIterableImpl.maxTime(long, java.util.concurrent.TimeUnit)	noCall	noCall	true	1353
2039.json	org.bson.BsonBinarySubType.getValue()	3073.json,3347.json,5410.json,2009.json,2260.json,3848.json,3932.json,2038.json	org.bson.codecs.UuidCodec.decode(org.bson.BsonReader, org.bson.codecs.DecoderContext),org.bson.BsonBinaryReader.doReadBinaryData(),com.mongodb.DBObjectCodec.readBinary(org.bson.BsonReader, org.bson.codecs.DecoderContext),org.bson.BSONCallbackAdapter.doWriteBinaryData(org.bson.BsonBinary),org.bson.json.JsonReader.visitHexDataConstructor(),org.bson.BsonBinaryWriter.doWriteBinaryData(org.bson.BsonBinary),org.bson.LazyBSONObject.readValue(org.bson.BsonBinaryReader),org.bson.BsonBinarySubType.isUuid(byte)	true	2030
5717.json	com.mongodb.client.model.Aggregates.unwind(java.lang.String, com.mongodb.client.model.UnwindOptions)	noCall	noCall	true	1015
5792.json	com.mongodb.client.model.SimpleExpression.toBsonDocument(java.lang.Class<TDocument>, org.bson.codecs.configuration.CodecRegistry)	noCall	noCall	true	1192
2284.json	org.bson.json.JsonReader.getMark()	noCall	noCall	true	499
218.json	com.mongodb.DBCollection.aggregate(java.util.List<? extends com.mongodb.DBObject>, com.mongodb.AggregationOptions, com.mongodb.ReadPreference)	217.json	com.mongodb.DBCollection.aggregate(java.util.List<? extends com.mongodb.DBObject>, com.mongodb.AggregationOptions)	true	1764
3163.json	org.bson.codecs.ValueCodecProvider.addCodecs()	noCall	noCall	true	1505
2250.json	org.bson.json.JsonReader.visitBinDataConstructor()	2218.json,2247.json	org.bson.json.JsonReader.readBsonType(),org.bson.json.JsonReader.visitNew()	true	1975
2719.json	org.bson.codecs.pojo.CollectionPropertyCodecProvider.CollectionCodec.decode(org.bson.BsonReader, org.bson.codecs.DecoderContext)	noCall	noCall	true	480
6167.json	com.mongodb.client.model.Updates.rename(java.lang.String, java.lang.String)	noCall	noCall	true	1176
1151.json	com.mongodb.client.internal.ClientSessionImpl.commitTransaction()	noCall	noCall	true	101
10795.json	com.mongodb.bulk.IndexRequest.sparse(boolean)	9171.json,273.json	com.mongodb.internal.operation.Operations.createIndexes(java.util.List<com.mongodb.client.model.IndexModel>, com.mongodb.client.model.CreateIndexOptions),com.mongodb.DBCollection.createIndexOperation(com.mongodb.DBObject, com.mongodb.DBObject)	true	1817
4161.json	org.bson.BasicBSONEncoder.putName(java.lang.String)	4168.json,4169.json,4182.json,4173.json,4179.json,4164.json,4170.json,4174.json,4163.json,4167.json,4176.json,4177.json,4178.json,4180.json,4185.json,4184.json,4181.json,4175.json,4166.json,4171.json,4165.json,4172.json	org.bson.BasicBSONEncoder.putBoolean(java.lang.String, java.lang.Boolean),org.bson.BasicBSONEncoder.putDate(java.lang.String, java.util.Date),org.bson.BasicBSONEncoder.putObject(java.lang.String, org.bson.BSONObject),org.bson.BasicBSONEncoder.putBinary(java.lang.String, org.bson.types.Binary),org.bson.BasicBSONEncoder.putArray(java.lang.String, java.lang.Object),org.bson.BasicBSONEncoder.putUndefined(java.lang.String),org.bson.BasicBSONEncoder.putNumber(java.lang.String, java.lang.Number),org.bson.BasicBSONEncoder.putUUID(java.lang.String, java.util.UUID),org.bson.BasicBSONEncoder.putNull(java.lang.String),org.bson.BasicBSONEncoder.putCodeWScope(java.lang.String, org.bson.types.CodeWScope),org.bson.BasicBSONEncoder.putString(java.lang.String, java.lang.String),org.bson.BasicBSONEncoder.putPattern(java.lang.String, java.util.regex.Pattern),org.bson.BasicBSONEncoder.putObjectId(java.lang.String, org.bson.types.ObjectId),org.bson.BasicBSONEncoder.putIterable(java.lang.String, java.lang.Iterable),org.bson.BasicBSONEncoder.putMaxKey(java.lang.String),org.bson.BasicBSONEncoder.putMinKey(java.lang.String),org.bson.BasicBSONEncoder.putMap(java.lang.String, java.util.Map),org.bson.BasicBSONEncoder.putSymbol(java.lang.String, org.bson.types.Symbol),org.bson.BasicBSONEncoder.putCode(java.lang.String, org.bson.types.Code),org.bson.BasicBSONEncoder.putDecimal128(java.lang.String, org.bson.types.Decimal128),org.bson.BasicBSONEncoder.putTimestamp(java.lang.String, org.bson.types.BSONTimestamp),org.bson.BasicBSONEncoder.putBinary(java.lang.String, byte[])	true	1828
11072.json	com.mongodb.BasicDBObject.copy()	11295.json,11072.json	com.mongodb.BasicDBList.copy(),com.mongodb.BasicDBObject.copy()	true	2046
408.json	com.mongodb.MongoClient.listDatabaseNames()	noCall	noCall	true	1246
1920.json	com.mongodb.client.gridfs.GridFSBucketImpl.createIndex(com.mongodb.client.ClientSession, com.mongodb.client.MongoCollection<T>, org.bson.Document, com.mongodb.client.model.IndexOptions)	1917.json	com.mongodb.client.gridfs.GridFSBucketImpl.checkCreateIndex(com.mongodb.client.ClientSession)	true	240
2146.json	org.bson.ByteBufNIO.limit()	noCall	noCall	true	1876
582.json	com.mongodb.MongoClientOptions.getSslContext()	noCall	noCall	true	431
3721.json	org.bson.BsonJavaScriptWithScope.hashCode()	noCall	noCall	true	1505
2572.json	org.bson.BasicBSONObject.getEncoder()	2571.json,2569.json	org.bson.BasicBSONObject.encode(),org.bson.BasicBSONObject.equals(java.lang.Object)	true	1646
1239.json	com.mongodb.client.internal.MongoCollectionImpl.deleteOne(com.mongodb.client.ClientSession, org.bson.conversions.Bson, com.mongodb.client.model.DeleteOptions)	1238.json	com.mongodb.client.internal.MongoCollectionImpl.deleteOne(com.mongodb.client.ClientSession, org.bson.conversions.Bson)	true	1410
