MethodJson	MethodSignature	FanInJsons	FanInSignatures	Accurate?	DiscardDays
8836.json	org.apache.wicket.util.visit.Visits.visit(java.lang.Iterable<? super S>, org.apache.wicket.util.visit.IVisitor<S, R>)	null,7956.json	org.apache.wicket.cdi.ConversationPropagator.hasConversationalComponent(org.apache.wicket.Page),org.apache.wicket.cdi.AutoConversationManager.hasConversationalComponent(org.apache.wicket.Page)	true	2987
2546.json	org.apache.wicket.ajax.markup.html.navigation.paging.AjaxPagingNavigationLink.newAjaxPagingNavigationBehavior(org.apache.wicket.markup.html.navigation.paging.IPageable, java.lang.String)	2544.json	org.apache.wicket.ajax.markup.html.navigation.paging.AjaxPagingNavigationLink.onInitialize()	true	2620
63.json	org.apache.wicket.request.HttpHeaderCollection.addDateHeader(java.lang.String, org.apache.wicket.util.time.Time)	64.json	org.apache.wicket.request.HttpHeaderCollection.setDateHeader(java.lang.String, org.apache.wicket.util.time.Time)	true	2525
2528.json	org.apache.wicket.ajax.AbstractAjaxTimerBehavior.setTimeout(org.apache.wicket.markup.head.IHeaderResponse)	2526.json,2522.json,2521.json	org.apache.wicket.ajax.AbstractAjaxTimerBehavior.restart(org.apache.wicket.core.request.handler.IPartialPageRequestHandler),org.apache.wicket.ajax.AbstractAjaxTimerBehavior.respond(org.apache.wicket.ajax.AjaxRequestTarget),org.apache.wicket.ajax.AbstractAjaxTimerBehavior.renderHead(org.apache.wicket.Component, org.apache.wicket.markup.head.IHeaderResponse)	true	1629
11087.json	org.apache.wicket.extensions.markup.html.repeater.tree.NestedTree.updateNode(T, org.apache.wicket.core.request.handler.IPartialPageRequestHandler)	noCall	noCall	true	2142
1324.json	org.apache.wicket.examples.library.Book.setAuthor(java.lang.String)	noCall	noCall	true	4997
4806.json	org.apache.wicket.model.ResourceModel.wrapOnAssignment(org.apache.wicket.Component)	noCall	noCall	true	4073
6199.json	org.apache.wicket.markup.html.image.resource.DefaultButtonImageResource.getTextColor()	6206.json	org.apache.wicket.markup.html.image.resource.DefaultButtonImageResource.render(java.awt.Graphics2D, org.apache.wicket.request.resource.IResource.Attributes)	true	4849
4851.json	org.apache.wicket.core.request.mapper.HomePageMapper.parseRequest(org.apache.wicket.request.Request)	noCall	noCall	true	2703
5413.json	org.apache.wicket.session.HttpSessionStore.getHttpSession(org.apache.wicket.request.Request, boolean)	5417.json,5418.json,5426.json,5427.json,5428.json,5425.json,5414.json	org.apache.wicket.session.HttpSessionStore.getSessionId(org.apache.wicket.request.Request, boolean),org.apache.wicket.session.HttpSessionStore.invalidate(org.apache.wicket.request.Request),org.apache.wicket.session.HttpSessionStore.getAttributeNames(org.apache.wicket.request.Request),org.apache.wicket.session.HttpSessionStore.removeAttribute(org.apache.wicket.request.Request, java.lang.String),org.apache.wicket.session.HttpSessionStore.setAttribute(org.apache.wicket.request.Request, java.lang.String, java.io.Serializable),org.apache.wicket.session.HttpSessionStore.getAttribute(org.apache.wicket.request.Request, java.lang.String),org.apache.wicket.session.HttpSessionStore.bind(org.apache.wicket.request.Request, org.apache.wicket.Session)	true	3151
10529.json	org.apache.wicket.extensions.ajax.markup.html.modal.ModalWindow.showUnloadConfirmation(boolean)	noCall	noCall	true	2273
9629.json	org.apache.wicket.util.value.ValueMap.getKey(java.lang.String)	noCall	noCall	true	4416
9614.json	org.apache.wicket.util.value.ValueMap.getInt(java.lang.String, int)	9635.json	org.apache.wicket.util.value.ValueMap.getAsInteger(java.lang.String, int)	true	4894
6839.json	org.apache.wicket.markup.repeater.ReuseIfModelsEqualStrategy.Anonymous-67776734-f724-4ab3-95c5-5fea409cb3e5.remove()	noCall	noCall	true	4599
4094.json	org.apache.wicket.authorization.Action.getName()	8053.json	org.apache.wicket.authroles.authorization.strategies.role.annotations.AnnotationsRoleAuthorizationStrategy.check(org.apache.wicket.authorization.Action, org.apache.wicket.authroles.authorization.strategies.role.annotations.AuthorizeAction)	true	4997
1961.json	org.apache.wicket.feedback.FeedbackMessage.getLevelAsString()	null,6511.json,1972.json	org.apache.wicket.util.tester.BaseWicketTester.hasNoFeedbackMessage(int),org.apache.wicket.markup.html.panel.FeedbackPanel.getCSSClass(org.apache.wicket.feedback.FeedbackMessage),org.apache.wicket.feedback.FeedbackMessage.toString()	true	4908
6377.json	org.apache.wicket.markup.html.internal.HtmlHeaderContainer.newHeaderResponse()	6378.json	org.apache.wicket.markup.html.internal.HtmlHeaderContainer.getHeaderResponse()	true	4122
2412.json	org.apache.wicket.ajax.AjaxEventBehavior.Anonymous-6b5f14fa-4fbe-449f-a7cf-7422034dc6d5.onEvent(org.apache.wicket.ajax.AjaxRequestTarget)	noCall	noCall	true	807
6504.json	org.apache.wicket.markup.html.panel.FeedbackPanel.getFeedbackMessagesModel()	6505.json,6508.json,6506.json,6510.json,null	org.apache.wicket.markup.html.panel.FeedbackPanel.getFilter(),org.apache.wicket.markup.html.panel.FeedbackPanel.setFilter(org.apache.wicket.feedback.IFeedbackMessageFilter),org.apache.wicket.markup.html.panel.FeedbackPanel.getSortingComparator(),org.apache.wicket.markup.html.panel.FeedbackPanel.setSortingComparator(java.util.Comparator<org.apache.wicket.feedback.FeedbackMessage>),org.apache.wicket.util.tester.WicketTester.assertFeedback(java.lang.String, java.io.Serializable...)	true	4532
3988.json	org.apache.wicket.Localizer.ClassMetaDatabase.id(java.lang.Class<?>)	3984.json	org.apache.wicket.Localizer.getCacheKey(java.lang.String, org.apache.wicket.Component, java.util.Locale, java.lang.String, java.lang.String)	true	3634
5249.json	org.apache.wicket.core.util.string.ComponentRenderer.newRequest()	5246.json	org.apache.wicket.core.util.string.ComponentRenderer.renderPage(java.util.function.Supplier<? extends org.apache.wicket.Page>)	true	172
7659.json	org.apache.wicket.util.cookies.CookieDefaults.setSecure(boolean)	noCall	noCall	true	4908
3950.json	org.apache.wicket.protocol.https.HttpsMapper.hasSecureAnnotation(java.lang.Class<?>)	3948.json,3950.json	org.apache.wicket.protocol.https.HttpsMapper.getDesiredSchemeFor(java.lang.Class<? extends org.apache.wicket.request.component.IRequestablePage>),org.apache.wicket.protocol.https.HttpsMapper.hasSecureAnnotation(java.lang.Class<?>)	true	2859
7709.json	org.apache.wicket.util.template.TextTemplateDecorator.setLastModified(org.apache.wicket.util.time.Time)	noCall	noCall	true	4443
6552.json	org.apache.wicket.markup.HtmlSpecialTag.toCharSequence()	noCall	noCall	true	2626
5580.json	org.apache.wicket.markup.html.navigation.paging.PagingNavigationLink.isFirst()	noCall	noCall	true	4908
2001.json	org.apache.wicket.feedback.FeedbackMessages.size()	4404.json	org.apache.wicket.Component.hasFeedbackMessage()	true	4908
9808.json	org.apache.wicket.util.diff.Diff.randomEdit(java.lang.Object[], long)	9807.json	org.apache.wicket.util.diff.Diff.randomEdit(java.lang.Object[])	true	4375
9051.json	org.apache.wicket.util.string.StringValue.toDouble()	9052.json,9610.json,null,9053.json	org.apache.wicket.util.string.StringValue.toDouble(double),org.apache.wicket.util.value.ValueMap.getDouble(java.lang.String),org.apache.wicket.util.time.Duration.valueOf(java.lang.String, java.util.Locale),org.apache.wicket.util.string.StringValue.toDoubleObject()	true	4908
6614.json	org.apache.wicket.markup.head.JavaScriptContentHeaderItem.getRenderTokens()	noCall	noCall	true	2356
10194.json	org.apache.wicket.devutils.inspector.EnhancedPageView.newTree()	noCall	noCall	true	2129
1177.json	org.apache.wicket.examples.authentication1.SignIn.SignInForm.getPassword()	1176.json	org.apache.wicket.examples.authentication1.SignIn.SignInForm.onSubmit()	true	3179
7063.json	org.apache.wicket.markup.ComponentTag.toString()	6490.json,7611.json,6484.json,7305.json,6451.json,6450.json	org.apache.wicket.markup.html.panel.AbstractMarkupSourcingStrategy.onComponentTagBody(org.apache.wicket.Component, org.apache.wicket.markup.MarkupStream, org.apache.wicket.markup.ComponentTag),org.apache.wicket.MarkupContainer.throwException(org.apache.wicket.markup.MarkupStream, org.apache.wicket.markup.ComponentTag),org.apache.wicket.markup.html.panel.PanelMarkupSourcingStrategy.onComponentTagBody(org.apache.wicket.Component, org.apache.wicket.markup.MarkupStream, org.apache.wicket.markup.ComponentTag),org.apache.wicket.markup.parser.filter.InlineEnclosureHandler.onComponentTag(org.apache.wicket.markup.ComponentTag),org.apache.wicket.markup.html.border.BorderBehavior.afterRender(org.apache.wicket.Component),org.apache.wicket.markup.html.border.BorderBehavior.beforeRender(org.apache.wicket.Component)	true	4874
8166.json	org.apache.wicket.protocol.ws.javax.JavaxUpgradeHttpRequest.getSession()	noCall	noCall	true	1758
9477.json	org.apache.wicket.util.lang.Checks.notEmpty(java.lang.String, java.lang.String, java.lang.Object...)	2408.json,4866.json,9480.json,4862.json	org.apache.wicket.ajax.AjaxEventBehavior.updateAjaxAttributes(org.apache.wicket.ajax.attributes.AjaxRequestAttributes),org.apache.wicket.core.request.mapper.BasicResourceReferenceMapper.mapHandler(org.apache.wicket.request.IRequestHandler),org.apache.wicket.util.lang.Checks.notEmptyShort(java.lang.String, java.lang.String),org.apache.wicket.core.request.mapper.BasicResourceReferenceMapper.mapRequest(org.apache.wicket.request.Request)	true	2785
3675.json	org.apache.wicket.protocol.http.mock.MockHttpServletRequest.getRequestURL()	noCall	noCall	true	3011
3711.json	org.apache.wicket.protocol.http.mock.MockHttpServletRequest.addParameter(java.lang.String, java.lang.String)	3722.json,null,null,null	org.apache.wicket.protocol.http.mock.MockHttpServletRequest.setUrl(org.apache.wicket.request.Url),org.apache.wicket.protocol.ws.util.tester.TestWebSocketProcessor.createRequest(org.apache.wicket.util.tester.WicketTester, org.apache.wicket.Page),org.apache.wicket.protocol.ws.util.tester.TestWebSocketProcessor.createRequest(org.apache.wicket.util.tester.WicketTester),org.apache.wicket.protocol.ws.util.tester.TestWebSocketProcessor.createRequest(org.apache.wicket.util.tester.WicketTester, java.lang.String)	true	3010
7298.json	org.apache.wicket.markup.parser.filter.WicketLinkTagHandler.resolve(org.apache.wicket.MarkupContainer, org.apache.wicket.markup.MarkupStream, org.apache.wicket.markup.ComponentTag)	noCall	noCall	true	4658
4220.json	org.apache.wicket.mock.MockWebResponse.encodeRedirectURL(java.lang.CharSequence)	noCall	noCall	true	2516
4048.json	org.apache.wicket.application.ComponentInitializationListenerCollection.onInitialize(org.apache.wicket.Component)	4346.json	org.apache.wicket.Component.fireInitialize()	true	2777
3048.json	org.apache.wicket.request.handler.resource.ResourceLogData.getStyle()	3050.json	org.apache.wicket.request.handler.resource.ResourceLogData.fillToString(java.lang.StringBuilder)	true	2420
1473.json	org.apache.wicket.resource.bundles.ConcatResourceBundleReference.getResource()	noCall	noCall	true	2356
462.json	org.apache.wicket.examples.repeater.Contact.setFirstName(java.lang.String)	noCall	noCall	true	4539
9726.json	org.apache.wicket.util.file.Files.cleanupFilename(java.lang.String)	noCall	noCall	true	3485
8949.json	org.apache.wicket.util.string.AppendingStringBuffer.expandCapacity(int)	8948.json,8974.json,8959.json,8955.json,8979.json,8961.json,8956.json,8958.json,8957.json,8975.json,8976.json,8950.json,8960.json,8972.json,8968.json,8977.json	org.apache.wicket.util.string.AppendingStringBuffer.ensureCapacity(int),org.apache.wicket.util.string.AppendingStringBuffer.insert(int, java.lang.String),org.apache.wicket.util.string.AppendingStringBuffer.append(char[], int, int),org.apache.wicket.util.string.AppendingStringBuffer.append(java.lang.String),org.apache.wicket.util.string.AppendingStringBuffer.insert(int, char),org.apache.wicket.util.string.AppendingStringBuffer.append(char),org.apache.wicket.util.string.AppendingStringBuffer.append(org.apache.wicket.util.string.AppendingStringBuffer),org.apache.wicket.util.string.AppendingStringBuffer.append(char[]),org.apache.wicket.util.string.AppendingStringBuffer.append(java.lang.StringBuilder),org.apache.wicket.util.string.AppendingStringBuffer.insert(int, java.lang.StringBuilder),org.apache.wicket.util.string.AppendingStringBuffer.insert(int, java.lang.StringBuffer),org.apache.wicket.util.string.AppendingStringBuffer.setLength(int),org.apache.wicket.util.string.AppendingStringBuffer.append(boolean),org.apache.wicket.util.string.AppendingStringBuffer.insert(int, char[], int, int),org.apache.wicket.util.string.AppendingStringBuffer.replace(int, int, java.lang.String),org.apache.wicket.util.string.AppendingStringBuffer.insert(int, char[])	true	4511
2562.json	org.apache.wicket.ajax.markup.html.form.AjaxCheckBox.Anonymous-4c3433e4-2b35-4199-a8b3-8292d6a02d12.updateAjaxAttributes(org.apache.wicket.ajax.attributes.AjaxRequestAttributes)	noCall	noCall	true	2351
9250.json	org.apache.wicket.util.collections.IntHashMap.init()	9305.json,9269.json	org.apache.wicket.util.collections.IntHashMap.readObject(java.io.ObjectInputStream),org.apache.wicket.util.collections.IntHashMap.clone()	true	4276
9180.json	org.apache.wicket.util.io.IOUtils.copy(java.io.Reader, java.io.OutputStream, java.lang.String)	9156.json	org.apache.wicket.util.io.IOUtils.toByteArray(java.io.Reader, java.lang.String)	true	4657
1701.json	org.apache.wicket.settings.MarkupSettings.getStripWicketTags()	7340.json,4427.json,6971.json,7946.json,7610.json	org.apache.wicket.markup.parser.filter.WicketNamespaceHandler.determineWicketNamespace(org.apache.wicket.markup.ComponentTag),org.apache.wicket.Component.needToRenderTag(org.apache.wicket.markup.ComponentTag),org.apache.wicket.markup.resolver.WicketMessageResolver.resolve(org.apache.wicket.MarkupContainer, org.apache.wicket.markup.MarkupStream, org.apache.wicket.markup.ComponentTag),org.apache.wicket.jmx.wrapper.MarkupSettings.getStripWicketTags(),org.apache.wicket.MarkupContainer.canRenderRawTag(org.apache.wicket.markup.MarkupElement)	true	4882
9463.json	org.apache.wicket.util.lang.Exceptions.getRootCause(java.lang.Throwable)	noCall	noCall	true	2747
10368.json	org.apache.wicket.extensions.ajax.markup.html.autocomplete.AbstractAutoCompleteBehavior.WrappedHeaderItem.wrap(org.apache.wicket.markup.head.HeaderItem)	noCall	noCall	true	1708
6498.json	org.apache.wicket.markup.html.panel.FeedbackPanel.MessageListView.populateItem(org.apache.wicket.markup.html.list.ListItem<org.apache.wicket.feedback.FeedbackMessage>)	noCall	noCall	true	4953
806.json	org.apache.wicket.examples.ajax.builtin.TodoList.TodoItem.setText(java.lang.String)	820.json	org.apache.wicket.examples.ajax.builtin.TodoList.AddItemsContainer.onAdd(org.apache.wicket.examples.ajax.builtin.TodoList.TodoItem, org.apache.wicket.ajax.AjaxRequestTarget)	true	4465
7964.json	org.apache.wicket.cdi.ConversationPropagator.markPageWithConversationId(org.apache.wicket.request.IRequestHandler, java.lang.String)	noCall	noCall	true	1582
10884.json	org.apache.wicket.extensions.markup.html.form.datetime.TimeField.convertInput()	noCall	noCall	true	3984
6952.json	org.apache.wicket.markup.resolver.AutoLinkResolver.PathInfo.getAnchor()	noCall	noCall	true	4353
11176.json	org.apache.wicket.extensions.markup.html.repeater.data.table.DataTable.setItemReuseStrategy(org.apache.wicket.markup.repeater.IItemReuseStrategy)	null	org.apache.wicket.extensions.markup.html.repeater.tree.TableTree.setItemReuseStrategy(org.apache.wicket.markup.repeater.IItemReuseStrategy)	true	4405
2874.json	org.apache.wicket.request.resource.PackageResourceReference.getUrlAttributes()	noCall	noCall	true	3051
10083.json	org.apache.wicket.bean.validation.PropertyValidator.validate(org.apache.wicket.validation.IValidatable<T>)	noCall	noCall	true	2011
6927.json	org.apache.wicket.markup.repeater.data.DataViewBase.internalGetDataProvider()	11314.json,6922.json,6928.json,6909.json,6932.json	org.apache.wicket.extensions.markup.html.repeater.data.grid.DataGridView.getDataProvider(),org.apache.wicket.markup.repeater.data.DataView.getDataProvider(),org.apache.wicket.markup.repeater.data.DataViewBase.getItemModels(long, long),org.apache.wicket.markup.repeater.data.GridView.getDataProvider(),org.apache.wicket.markup.repeater.data.DataViewBase.internalGetItemCount()	true	4556
1464.json	org.apache.wicket.resource.bundles.ConcatBundleResource.Anonymous-6edbeb29-6f01-494d-9da4-28bc5506f3d7.getInputStream()	noCall	noCall	true	2356
5762.json	org.apache.wicket.markup.html.form.Form.Anonymous-40bc6b45-4e34-4044-aa5d-84a65c2248d2.component(org.apache.wicket.Component, org.apache.wicket.util.visit.IVisit<org.apache.wicket.markup.html.form.IFormSubmittingComponent>)	noCall	noCall	true	2990
10712.json	org.apache.wicket.extensions.wizard.WizardButton.onSubmit()	10600.json,10604.json	org.apache.wicket.extensions.wizard.AjaxWizardButtonBar.Anonymous-3cf9c9a2-7b72-4aca-8364-0a9991aa21ac.onSubmit(org.apache.wicket.ajax.AjaxRequestTarget),org.apache.wicket.extensions.wizard.AjaxWizardButtonBar.ajaxify(org.apache.wicket.extensions.wizard.WizardButton)	true	4411
5197.json	org.apache.wicket.core.util.resource.locator.ResourceNameIterator.remove()	noCall	noCall	true	4083
2982.json	org.apache.wicket.request.cycle.RequestCycle.setResponsePage(org.apache.wicket.request.component.IRequestablePage)	4452.json	org.apache.wicket.Component.setResponsePage(org.apache.wicket.request.component.IRequestablePage)	true	3153
6940.json	org.apache.wicket.markup.RawMarkup.toCharSequence()	noCall	noCall	true	4440
9192.json	org.apache.wicket.util.io.FullyBufferedReader.find(java.lang.String, int)	7255.json,7252.json	org.apache.wicket.markup.parser.XmlPullParser.specialTagHandling(java.lang.String, int, int),org.apache.wicket.markup.parser.XmlPullParser.skipUntil()	true	4487
2611.json	org.apache.wicket.ajax.markup.html.form.AjaxButton.onSubmit()	noCall	noCall	true	1470
6486.json	org.apache.wicket.markup.html.panel.AbstractMarkupSourcingStrategy.Anonymous-58d27506-61bf-4df2-b9c9-d6e50da5a5ef.component(org.apache.wicket.MarkupContainer, org.apache.wicket.util.visit.IVisit<java.lang.Void>)	noCall	noCall	true	926
6633.json	org.apache.wicket.markup.head.OnEventHeaderItem.forScript(java.lang.String, java.lang.String, java.lang.CharSequence)	noCall	noCall	true	2356
9511.json	org.apache.wicket.util.lang.Objects.getNumericType(java.lang.Object, java.lang.Object, boolean)	9510.json	org.apache.wicket.util.lang.Objects.getNumericType(java.lang.Object, java.lang.Object)	true	4594
2947.json	org.apache.wicket.request.cycle.IRequestCycleListener.onEndRequest(org.apache.wicket.request.cycle.RequestCycle)	null,2931.json	org.apache.wicket.request.cycle.RequestCycleListenerCollection.Anonymous-4bdf7db8-b3ff-4a45-9b74-420aa3d28285.notify(org.apache.wicket.request.cycle.IRequestCycleListener),org.apache.wicket.request.cycle.RequestCycleListenerCollection.onEndRequest(org.apache.wicket.request.cycle.RequestCycle)	true	556
213.json	org.apache.wicket.request.mapper.parameter.PageParameters.remove(int)	noCall	noCall	true	3153
6622.json	org.apache.wicket.markup.head.MetaDataHeaderItem.addTagAttribute(java.lang.String)	6604.json	org.apache.wicket.markup.head.HtmlImportHeaderItem.addAsyncAttribute(org.apache.wicket.markup.head.MetaDataHeaderItem, boolean)	true	1231
388.json	org.apache.wicket.examples.guice.service.MyService.getHelloWorldText()	noCall	noCall	true	3996
5620.json	org.apache.wicket.markup.html.link.Link.getAnchor()	5630.json	org.apache.wicket.markup.html.link.Link.appendAnchor(org.apache.wicket.markup.ComponentTag, java.lang.CharSequence)	true	4353
11403.json	org.apache.wicket.extensions.util.encoding.CharSetMap.getCharSet(java.util.Locale)	11412.json,11404.json	org.apache.wicket.extensions.util.encoding.CharSetUtil.getEncoding(org.apache.wicket.request.cycle.RequestCycle),org.apache.wicket.extensions.util.encoding.CharSetMap.getCharSet(java.util.Locale, java.lang.String)	true	4812
2007.json	org.apache.wicket.feedback.FeedbackMessagesModel.getSortingComparator()	6506.json	org.apache.wicket.markup.html.panel.FeedbackPanel.getSortingComparator()	true	4532
1491.json	org.apache.wicket.resource.FileSystemResource.newResourceResponse(org.apache.wicket.request.resource.IResource.Attributes)	noCall	noCall	true	934
4042.json	org.apache.wicket.application.ReloadingClassLoader.destroy()	3866.json	org.apache.wicket.protocol.http.ReloadingWicketFilter.Anonymous-4c6371c3-6a72-4015-a080-c239972b8fd0.onChange(java.lang.Class<?>)	false	3933
764.json	org.apache.wicket.examples.ajax.prototype.PrototypeApplication.init()	noCall	noCall	true	4492
2477.json	org.apache.wicket.ajax.attributes.AjaxCallListener.getBeforeHandler(org.apache.wicket.Component)	noCall	noCall	true	2337
2502.json	org.apache.wicket.ajax.AjaxRequestHandler.shouldRedirectToPage(org.apache.wicket.request.IRequestCycle)	2501.json	org.apache.wicket.ajax.AjaxRequestHandler.respond(org.apache.wicket.request.IRequestCycle)	true	1519
7073.json	org.apache.wicket.markup.ComponentTag.getMarkupClass()	7154.json,6948.json,6472.json,6960.json,6469.json	org.apache.wicket.markup.MergedMarkup.merge(org.apache.wicket.markup.IMarkupFragment, org.apache.wicket.markup.IMarkupFragment, int),org.apache.wicket.markup.resolver.AutoLinkResolver.AbstractAutolinkResolverDelegate.newPackageResourceReferenceAutoComponent(java.lang.String, org.apache.wicket.markup.resolver.AutoLinkResolver.PathInfo, java.lang.String),org.apache.wicket.markup.html.panel.AssociatedMarkupSourcingStrategy.getHeaderId(org.apache.wicket.Component, org.apache.wicket.markup.MarkupStream),org.apache.wicket.markup.resolver.AutoLinkResolver.AnchorResolverDelegate.newAutoComponent(java.lang.String, org.apache.wicket.markup.resolver.AutoLinkResolver.PathInfo),org.apache.wicket.markup.html.panel.AssociatedMarkupSourcingStrategy.findMarkupInAssociatedFileHeader(org.apache.wicket.MarkupContainer, org.apache.wicket.Component)	true	4450
3841.json	org.apache.wicket.protocol.http.IRequestLogger.RequestData.setRequestedUrl(java.lang.String)	3902.json	org.apache.wicket.protocol.http.AbstractRequestLogger.logRequestedUrl(java.lang.String)	true	2526
8688.json	org.apache.wicket.util.resource.StringBufferResourceStream.getString()	noCall	noCall	true	4845
1278.json	org.apache.wicket.examples.velocity.Person.getLastName()	noCall	noCall	true	4040
1694.json	org.apache.wicket.settings.ResourceSettings.isEncodeJSessionId()	2977.json	org.apache.wicket.request.cycle.RequestCycle.renderUrl(org.apache.wicket.request.Url, org.apache.wicket.request.IRequestHandler)	true	2204
9406.json	org.apache.wicket.util.license.JavaScriptLicenseHeaderHandler.getSuffixes()	noCall	noCall	true	4213
8994.json	org.apache.wicket.util.string.AppendingStringBuffer.getValue()	3416.json,8935.json,4078.json	org.apache.wicket.protocol.http.BufferedHttpServletResponse.convertToCharset(org.apache.wicket.util.string.AppendingStringBuffer, java.lang.String),org.apache.wicket.util.string.Strings.append(org.apache.wicket.util.string.AppendingStringBuffer, java.lang.CharSequence, int, int),org.apache.wicket.response.filter.XmlCleaningResponseFilter.stripNonValidXMLCharacters(org.apache.wicket.util.string.AppendingStringBuffer)	true	4448
1901.json	org.apache.wicket.Session.updateId()	1900.json,1921.json	org.apache.wicket.Session.getId(),org.apache.wicket.Session.detach()	true	1896
2742.json	org.apache.wicket.request.resource.ContextRelativeResource.hashCode()	noCall	noCall	true	2639
11177.json	org.apache.wicket.extensions.markup.html.repeater.data.table.DataTable.setItemsPerPage(long)	noCall	noCall	true	4297
6237.json	org.apache.wicket.markup.html.image.Image.onComponentTag(org.apache.wicket.markup.ComponentTag)	6269.json	org.apache.wicket.markup.html.image.Source.onComponentTag(org.apache.wicket.markup.ComponentTag)	true	4928
