MethodJson	MethodSignature	FanInJsons	FanInSignatures	Accurate?	DiscardDays
7115.json	org.openmrs.api.context.ServiceContext.setPersonService(org.openmrs.api.PersonService)	noCall	noCall	true	4088
51.json	org.openmrs.module.web.filter.ModuleFilterConfig.setFilterDefinition(org.openmrs.module.web.filter.ModuleFilterDefinition)	noCall	noCall	true	3480
1029.json	org.openmrs.logic.op.NotExists.toString()	noCall	noCall	true	4460
7774.json	org.openmrs.BaseOpenmrsMetadata.getName()	2876.json,6965.json,3686.json,3126.json,351.json,2618.json,6644.json,7534.json,3228.json,2456.json,2171.json,3216.json,3344.json,4634.json,1765.json,2123.json,1978.json,3388.json,1963.json,349.json,354.json,2032.json,1751.json,1213.json,2053.json,4483.json,3337.json,6231.json,null,6946.json,6966.json,6909.json,1744.json,3218.json,2035.json,3873.json,7536.json	org.openmrs.hl7.impl.HL7ServiceImpl.processHL7InQueue(org.openmrs.hl7.HL7InQueue),org.openmrs.api.impl.FormServiceImpl.mergeDuplicateFields(),org.openmrs.ConceptMapType.toString(),org.openmrs.PersonAttributeType.toString(),org.openmrs.Person.getAttributes(java.lang.String),org.openmrs.Patient.getPatientIdentifier(java.lang.String),org.openmrs.api.impl.PersonServiceImpl.savePersonAttributeType(org.openmrs.PersonAttributeType),org.openmrs.util.FormUtil.drugToString(org.openmrs.Drug),org.openmrs.scheduler.timer.TimerSchedulerServiceImpl.saveToMemento(),org.openmrs.ConceptNumeric.isNumeric(),org.openmrs.FormField.DefaultComparator.compare(org.openmrs.FormField, org.openmrs.FormField),org.openmrs.scheduler.timer.TimerSchedulerServiceImpl.scheduleTask(org.openmrs.scheduler.TaskDefinition),org.openmrs.scheduler.SchedulerUtil.getNextExecution(org.openmrs.scheduler.TaskDefinition),org.openmrs.api.db.SerializedObject.toString(),org.openmrs.Location.hasTag(java.lang.String),org.openmrs.PatientIdentifierType.toString(),org.openmrs.OrderType.toString(),org.openmrs.ConceptSource.getName(),org.openmrs.LocationTag.toString(),org.openmrs.Person.getAttribute(java.lang.String),org.openmrs.Person.getAttributeMap(),org.openmrs.ConceptReferenceTerm.toString(),org.openmrs.Location.getDisplayString(),org.openmrs.Encounter.toString(),org.openmrs.Drug.getDisplayName(),org.openmrs.api.handler.ExistingOrNewVisitAssignmentHandler.loadVisitType(org.openmrs.EncounterType),org.openmrs.scheduler.TaskDefinition.toString(),org.openmrs.api.impl.LocationServiceImpl.saveLocation(org.openmrs.Location),org.openmrs.Person.getAllAttributeMap(),org.openmrs.api.impl.FormServiceImpl.getForms(java.lang.String, boolean),org.openmrs.api.impl.FormServiceImpl.fieldsAreSimilar(org.openmrs.Field, org.openmrs.Field),org.openmrs.api.impl.VisitServiceImpl.getVisitTypesFromVisitTypeNames(java.lang.String[]),org.openmrs.Location.toString(),org.openmrs.scheduler.timer.TimerSchedulerServiceImpl.rescheduleAllTasks(),org.openmrs.Drug.getFullName(java.util.Locale),org.openmrs.DrugOrder.toString(),org.openmrs.util.DrugsByNameComparator.compareDrugNamesIgnoringNumericals(org.openmrs.Drug, org.openmrs.Drug)	false	3397
3626.json	org.openmrs.ConceptProposal.setDateCreated(java.util.Date)	4489.json	org.openmrs.api.handler.ConceptProposalHandler.handle(org.openmrs.ConceptProposal, org.openmrs.User, java.util.Date, java.lang.String)	true	4460
5449.json	org.openmrs.api.db.hibernate.HibernateFormDAO.getFields(java.lang.String)	noCall	noCall	true	4460
3242.json	org.openmrs.scheduler.tasks.ProcessHL7InQueueTask.execute()	noCall	noCall	true	4460
258.json	org.openmrs.web.filter.update.UpdateFilter.UpdateFilterCompletion.Anonymous-5c820585-b3ed-44b3-9edd-06222e218db0.run()	noCall	noCall	true	3313
2869.json	org.openmrs.hl7.impl.HL7ServiceImpl.getFindingUserErrorMessage(java.lang.String, java.lang.String, java.lang.String)	noCall	noCall	false	575
5302.json	org.openmrs.api.db.hibernate.HibernateTemplateDAO.getTemplates()	noCall	noCall	true	4460
5342.json	org.openmrs.api.db.hibernate.HibernatePatientDAO.savePatientIdentifier(org.openmrs.PatientIdentifier)	noCall	noCall	true	3052
6559.json	org.openmrs.api.impl.PatientServiceImpl.setPreferredPatientIdentifier(org.openmrs.Patient)	6557.json	org.openmrs.api.impl.PatientServiceImpl.savePatient(org.openmrs.Patient)	true	469
20.json	org.openmrs.module.web.WebModuleUtil.getModuleWebFolder(java.lang.String)	noCall	noCall	true	1894
5028.json	org.openmrs.api.db.hibernate.HibernateObsDAO.getObservations(java.util.List<org.openmrs.Person>, java.util.List<org.openmrs.Encounter>, java.util.List<org.openmrs.Concept>, java.util.List<org.openmrs.Concept>, java.util.List<org.openmrs.util.OpenmrsConstants.PERSON_TYPE>, java.util.List<org.openmrs.Location>, java.util.List<java.lang.String>, java.lang.Integer, java.lang.Integer, java.util.Date, java.util.Date, boolean, java.lang.String)	noCall	noCall	true	4460
6557.json	org.openmrs.api.impl.PatientServiceImpl.savePatient(org.openmrs.Patient)	6586.json,null,6600.json	org.openmrs.api.impl.PatientServiceImpl.mergePatients(org.openmrs.Patient, org.openmrs.Patient),org.openmrs.api.impl.PatientServiceImpl.processDeath(org.openmrs.Patient, java.util.Date, org.openmrs.Concept, java.lang.String),org.openmrs.api.impl.PatientServiceImpl.mergeAddresses(org.openmrs.Patient, org.openmrs.Patient, org.openmrs.person.PersonMergeLogData)	true	3707
2977.json	org.openmrs.Allergy.getReaction(org.openmrs.Concept)	noCall	noCall	true	1015
7094.json	org.openmrs.api.context.ServiceContext.getSchedulerService()	7013.json	org.openmrs.api.context.Context.getSchedulerService()	true	4088
1499.json	org.openmrs.module.ModuleFileParser.extractModulesWithVersionAttribute(org.w3c.dom.Element, java.lang.String, java.lang.String)	1496.json,1497.json,1498.json	org.openmrs.module.ModuleFileParser.extractRequiredModules(org.w3c.dom.Element),org.openmrs.module.ModuleFileParser.extractAwareOfModules(org.w3c.dom.Element),org.openmrs.module.ModuleFileParser.extractStartBeforeModules(org.w3c.dom.Element)	true	2718
4891.json	org.openmrs.api.db.hibernate.HibernateConceptDAO.getConceptComplex(java.lang.Integer)	noCall	noCall	true	3500
7593.json	org.openmrs.util.databasechange.EnableTriggersChangeSet.setUp()	noCall	noCall	true	2505
5074.json	org.openmrs.api.db.hibernate.search.LuceneQuery.buildQuery()	5066.json,5071.json,5067.json,5070.json,5072.json,5069.json,null	org.openmrs.api.db.hibernate.search.LuceneQuery.skipSame(java.lang.String, org.openmrs.api.db.hibernate.search.LuceneQuery<?>),org.openmrs.api.db.hibernate.search.LuceneQuery.listProjection(java.lang.String...),org.openmrs.api.db.hibernate.search.LuceneQuery.uniqueResult(),org.openmrs.api.db.hibernate.search.LuceneQuery.resultSize(),org.openmrs.api.db.hibernate.search.LuceneQuery.listPartProjection(java.lang.Long, java.lang.Long, java.lang.String...),org.openmrs.api.db.hibernate.search.LuceneQuery.listPart(java.lang.Long, java.lang.Long),org.openmrs.api.db.hibernate.search.LuceneQuery.list()	true	2056
1580.json	org.openmrs.customdatatype.SerializingCustomDatatype.save(T, java.lang.String)	noCall	noCall	true	2416
2714.json	org.openmrs.hl7.HL7Util.parseHL7Time(java.lang.String)	noCall	noCall	true	4460
1068.json	org.openmrs.Condition.getAdditionalDetail()	1057.json	org.openmrs.Condition.copy(org.openmrs.Condition, org.openmrs.Condition)	true	148
7308.json	org.openmrs.util.LocationUtility.globalPropertyDeleted(java.lang.String)	noCall	noCall	true	2731
680.json	org.openmrs.Allergen.getCodedAllergen()	688.json,6623.json,2971.json	org.openmrs.Allergen.isSameAllergen(org.openmrs.Allergen),org.openmrs.api.impl.PatientServiceImpl.setAllergies(org.openmrs.Patient, org.openmrs.Allergies),org.openmrs.Allergy.hasSameValues(org.openmrs.Allergy)	false	1015
2395.json	org.openmrs.PersonAddress.getPerson()	noCall	noCall	true	4460
7894.json	org.openmrs.User.removeUserProperty(java.lang.String)	5528.json,6442.json	org.openmrs.api.db.hibernate.HibernateContextDAO.authenticate(java.lang.String, java.lang.String),org.openmrs.api.impl.UserServiceImpl.removeUserProperty(org.openmrs.User, java.lang.String)	true	4088
454.json	org.openmrs.propertyeditor.PatientIdentifierTypeEditor.getObjectByUuid(java.lang.String)	noCall	noCall	true	438
1652.json	org.openmrs.Form.getFormId()	1668.json,6923.json,7531.json	org.openmrs.Form.getId(),org.openmrs.api.impl.FormServiceImpl.duplicateForm(org.openmrs.Form),org.openmrs.util.FormUtil.getFormUriWithoutExtension(org.openmrs.Form)	true	4460
243.json	org.openmrs.web.filter.update.UpdateFilter.getTemplatePrefix()	noCall	noCall	true	3345
5019.json	org.openmrs.api.db.hibernate.HibernateConceptDAO.getConceptAttributeCount(org.openmrs.ConceptAttributeType)	noCall	noCall	true	785
2431.json	org.openmrs.PersonAddress.setAddress10(java.lang.String)	noCall	noCall	true	946
3357.json	org.openmrs.AllergyProperties.getModerateSeverityConcept()	noCall	noCall	true	1015
6905.json	org.openmrs.api.impl.VisitServiceImpl.getVisitAttributeByUuid(java.lang.String)	noCall	noCall	true	2641
3635.json	org.openmrs.ConceptProposal.getEncounter()	6758.json,4489.json	org.openmrs.api.impl.ConceptServiceImpl.mapConceptProposalToConcept(org.openmrs.ConceptProposal, org.openmrs.Concept, java.util.Locale),org.openmrs.api.handler.ConceptProposalHandler.handle(org.openmrs.ConceptProposal, org.openmrs.User, java.util.Date, java.lang.String)	true	4460
4991.json	org.openmrs.api.db.hibernate.HibernateConceptDAO.getConceptReferenceTerm(java.lang.Integer)	noCall	noCall	true	2511
5426.json	org.openmrs.api.db.hibernate.ImmutableObsInterceptor.getMutablePropertyNames()	noCall	noCall	true	835
6593.json	org.openmrs.api.impl.PatientServiceImpl.mergeIdentifiers(org.openmrs.Patient, org.openmrs.Patient, org.openmrs.person.PersonMergeLogData)	6586.json	org.openmrs.api.impl.PatientServiceImpl.mergePatients(org.openmrs.Patient, org.openmrs.Patient)	true	1966
6837.json	org.openmrs.api.impl.ConceptServiceImpl.getConceptReferenceTermByUuid(java.lang.String)	noCall	noCall	true	2511
446.json	org.openmrs.propertyeditor.UserEditor.getObjectByUuid(java.lang.String)	noCall	noCall	true	438
2580.json	org.openmrs.Allergies.addAll(java.util.Collection<? extends org.openmrs.Allergy>)	6622.json	org.openmrs.api.impl.PatientServiceImpl.getAllergies(org.openmrs.Patient)	true	1015
2588.json	org.openmrs.Allergies.listIterator()	noCall	noCall	true	1015
6418.json	org.openmrs.api.impl.UserServiceImpl.voidUser(org.openmrs.User, java.lang.String)	noCall	noCall	true	4460
2245.json	org.openmrs.messagesource.impl.CachedMessageSource.getPresentations()	noCall	noCall	true	3555
3623.json	org.openmrs.ConceptProposal.getDateChanged()	noCall	noCall	true	4460
4744.json	org.openmrs.api.db.hibernate.HibernateEncounterDAO.getEncountersByPatientId(java.lang.Integer)	noCall	noCall	true	4460
6474.json	org.openmrs.api.impl.ProviderServiceImpl.getCountOfProviders(java.lang.String)	noCall	noCall	true	2487
4524.json	org.openmrs.api.handler.ExistingVisitAssignmentHandler.getDisplayName(java.util.Locale)	noCall	noCall	true	2512
7874.json	org.openmrs.User.findPossibleValues(java.lang.String)	noCall	noCall	true	2651
2605.json	org.openmrs.Patient.getPatientId()	6332.json,6586.json,6333.json,6345.json,6589.json,6558.json,4745.json,5356.json,6587.json,6344.json,6331.json,6598.json,3370.json,2971.json,6592.json,2622.json,5357.json,1926.json,5335.json,6591.json,1213.json,5340.json,6503.json,6600.json,5320.json,6493.json,5319.json,6590.json,6593.json,6583.json,5336.json,6588.json	org.openmrs.api.impl.CohortServiceImpl.removePatientFromCohort(org.openmrs.Cohort, org.openmrs.Patient),org.openmrs.api.impl.PatientServiceImpl.mergePatients(org.openmrs.Patient, org.openmrs.Patient),org.openmrs.api.impl.CohortServiceImpl.getCohortsContainingPatient(org.openmrs.Patient),org.openmrs.api.impl.CohortServiceImpl.notifyPatientUnvoided(org.openmrs.Patient, org.openmrs.User, java.util.Date),org.openmrs.api.impl.PatientServiceImpl.mergeVisits(org.openmrs.Patient, org.openmrs.Patient, org.openmrs.person.PersonMergeLogData),org.openmrs.api.impl.PatientServiceImpl.requireAppropriatePatientModificationPrivilege(org.openmrs.Patient),org.openmrs.api.db.hibernate.HibernateEncounterDAO.getEncounters(org.openmrs.parameter.EncounterSearchCriteria),org.openmrs.api.db.hibernate.HibernatePatientDAO.getAllergyStatus(org.openmrs.Patient),org.openmrs.api.impl.PatientServiceImpl.requireNoActiveOrderOfSameType(org.openmrs.Patient, org.openmrs.Patient),org.openmrs.api.impl.CohortServiceImpl.notifyPatientVoided(org.openmrs.Patient),org.openmrs.api.impl.CohortServiceImpl.addPatientToCohort(org.openmrs.Cohort, org.openmrs.Patient),org.openmrs.api.impl.PatientServiceImpl.mergeNames(org.openmrs.Patient, org.openmrs.Patient, org.openmrs.person.PersonMergeLogData),org.openmrs.migration.MigrationHelper.importRelationships(java.util.Collection<java.lang.String>, boolean, boolean),org.openmrs.Allergy.hasSameValues(org.openmrs.Allergy),org.openmrs.api.impl.PatientServiceImpl.mergeObservationsNotContainedInEncounters(org.openmrs.Patient, org.openmrs.Patient, org.openmrs.person.PersonMergeLogData),org.openmrs.Patient.getId(),org.openmrs.api.db.hibernate.HibernatePatientDAO.saveAllergies(org.openmrs.Patient, org.openmrs.Allergies),org.openmrs.Cohort.getActiveMembership(org.openmrs.Patient),org.openmrs.api.db.hibernate.HibernatePatientDAO.PatientIdComparator.compare(org.openmrs.Patient, org.openmrs.Patient),org.openmrs.api.impl.PatientServiceImpl.mergeRelationships(org.openmrs.Patient, org.openmrs.Patient, org.openmrs.person.PersonMergeLogData),org.openmrs.Encounter.toString(),org.openmrs.api.db.hibernate.HibernatePatientDAO.isIdentifierInUseByAnotherPatient(org.openmrs.PatientIdentifier),org.openmrs.api.impl.EncounterServiceImpl.getEncountersByPatientIdentifier(java.lang.String),org.openmrs.api.impl.PatientServiceImpl.mergeAddresses(org.openmrs.Patient, org.openmrs.Patient, org.openmrs.person.PersonMergeLogData),org.openmrs.api.db.hibernate.HibernatePatientDAO.insertPatientStubIfNeeded(org.openmrs.Patient),org.openmrs.api.impl.EncounterServiceImpl.saveEncounter(org.openmrs.Encounter),org.openmrs.api.db.hibernate.HibernatePatientDAO.savePatient(org.openmrs.Patient),org.openmrs.api.impl.PatientServiceImpl.mergeEncounters(org.openmrs.Patient, org.openmrs.Patient, org.openmrs.person.PersonMergeLogData),org.openmrs.api.impl.PatientServiceImpl.mergeIdentifiers(org.openmrs.Patient, org.openmrs.Patient, org.openmrs.person.PersonMergeLogData),org.openmrs.api.impl.PatientServiceImpl.getPatientByExample(org.openmrs.Patient),org.openmrs.api.db.hibernate.HibernatePatientDAO.sortDuplicatePatients(java.util.List<org.openmrs.Patient>, java.util.List<java.lang.Integer>),org.openmrs.api.impl.PatientServiceImpl.mergeProgramEnrolments(org.openmrs.Patient, org.openmrs.Patient, org.openmrs.person.PersonMergeLogData)	false	4460
3136.json	org.openmrs.ConceptSearchResult.setConceptName(org.openmrs.ConceptName)	noCall	noCall	true	2855
7003.json	org.openmrs.api.context.Context.getDiagnosisService()	6917.json,6911.json	org.openmrs.api.impl.DiagnosisServiceImpl.unvoidDiagnosis(org.openmrs.Diagnosis),org.openmrs.api.impl.DiagnosisServiceImpl.voidDiagnosis(org.openmrs.Diagnosis, java.lang.String)	true	125
7300.json	org.openmrs.util.NaturalStrings.compareNatural(java.text.Collator, java.lang.String, java.lang.String)	7296.json	org.openmrs.util.NaturalStrings.getNaturalComparator(java.text.Collator)	true	3420
6755.json	org.openmrs.api.impl.ConceptServiceImpl.getProposedConcepts(java.lang.String)	noCall	noCall	true	3707
1594.json	org.openmrs.customdatatype.datatype.FloatDatatype.serialize(java.lang.Float)	noCall	noCall	true	785
766.json	org.openmrs.collection.CollectionPart.getMaxElements()	noCall	noCall	true	2058
1846.json	org.openmrs.Obs.setValueCodedName(org.openmrs.ConceptName)	6758.json,6603.json,6605.json	org.openmrs.api.impl.ConceptServiceImpl.mapConceptProposalToConcept(org.openmrs.ConceptProposal, org.openmrs.Concept, java.util.Locale),org.openmrs.api.impl.PatientServiceImpl.saveReasonForExitObs(org.openmrs.Patient, java.util.Date, org.openmrs.Concept),org.openmrs.api.impl.PatientServiceImpl.saveCauseOfDeathObs(org.openmrs.Patient, java.util.Date, org.openmrs.Concept, java.lang.String)	false	3569
6198.json	org.openmrs.api.impl.ObsServiceImpl.evictObsAndChildren(org.openmrs.Obs)	6193.json,6198.json	org.openmrs.api.impl.ObsServiceImpl.voidExistingObs(org.openmrs.Obs, java.lang.String, org.openmrs.Obs),org.openmrs.api.impl.ObsServiceImpl.evictObsAndChildren(org.openmrs.Obs)	true	540
476.json	org.openmrs.AllergyReaction.setAllergy(org.openmrs.Allergy)	2968.json	org.openmrs.Allergy.addReaction(org.openmrs.AllergyReaction)	true	2939
6724.json	org.openmrs.api.impl.ConceptServiceImpl.getConceptNumeric(java.lang.Integer)	noCall	noCall	true	4460
5441.json	org.openmrs.api.db.hibernate.HibernateOrderSetDAO.getOrderSetByUniqueUuid(java.lang.String)	noCall	noCall	true	847
1277.json	org.openmrs.module.Module.getAdvicePoints()	1357.json,1352.json	org.openmrs.module.ModuleFactory.stopModule(org.openmrs.module.Module, boolean, boolean),org.openmrs.module.ModuleFactory.loadAdvice(org.openmrs.module.Module)	false	4088
3409.json	org.openmrs.BaseConceptMap.getChangedBy()	noCall	noCall	true	3397
7856.json	org.openmrs.ConceptMap.setConcept(org.openmrs.Concept)	3760.json,4509.json	org.openmrs.Concept.addConceptMapping(org.openmrs.ConceptMap),org.openmrs.api.handler.ConceptSaveHandler.handle(org.openmrs.Concept, org.openmrs.User, java.util.Date, java.lang.String)	true	4460
2144.json	org.openmrs.FormField.getFormFieldId()	5468.json,2171.json,2168.json,7528.json	org.openmrs.api.db.hibernate.HibernateFormDAO.getFormCriteria(java.lang.String, java.lang.Boolean, java.util.Collection<org.openmrs.EncounterType>, java.lang.Boolean, java.util.Collection<org.openmrs.FormField>, java.util.Collection<org.openmrs.FormField>, java.util.Collection<org.openmrs.Field>),org.openmrs.FormField.DefaultComparator.compare(org.openmrs.FormField, org.openmrs.FormField),org.openmrs.FormField.getId(),org.openmrs.util.FormUtil.getFormStructure(org.openmrs.Form)	true	4460
5187.json	org.openmrs.api.db.hibernate.HibernatePersonDAO.getLosingPersonMergeLogs(org.openmrs.Person)	noCall	noCall	true	2373
6220.json	org.openmrs.api.impl.ObsServiceImpl.setHandlers(java.util.Map<java.lang.String, org.openmrs.obs.ComplexObsHandler>)	6190.json	org.openmrs.api.impl.ObsServiceImpl.onShutdown()	true	3500
2704.json	org.openmrs.hl7.HL7InArchive.setHL7InArchiveId(int)	2708.json	org.openmrs.hl7.HL7InArchive.setId(java.lang.Integer)	true	4460
7274.json	org.openmrs.util.DatabaseUpdater.getUnrunDatabaseChanges()	7254.json,259.json	org.openmrs.util.DatabaseUpdater.updatesRequired(),org.openmrs.web.filter.update.UpdateFilterModel.updateChanges()	true	2514
7895.json	org.openmrs.User.getUserProperty(java.lang.String)	6992.json,7902.json,626.json,627.json,7197.json,628.json	org.openmrs.api.context.Context.becomeUser(java.lang.String),org.openmrs.User.getProficientLocales(),org.openmrs.notification.impl.MessageServiceImpl.sendMessage(org.openmrs.notification.Message, java.lang.Integer),org.openmrs.notification.impl.MessageServiceImpl.sendMessage(org.openmrs.notification.Message, org.openmrs.User),org.openmrs.api.context.UserContext.setUserLocation(),org.openmrs.notification.impl.MessageServiceImpl.sendMessage(org.openmrs.notification.Message, java.util.Collection<org.openmrs.User>)	true	4460
6663.json	org.openmrs.api.impl.PersonServiceImpl.getRelationships(org.openmrs.Person, org.openmrs.Person, org.openmrs.RelationshipType, java.util.Date)	noCall	noCall	true	2634
673.json	org.openmrs.ConceptSet.getChangedBy()	noCall	noCall	true	3397
1545.json	org.openmrs.obs.handler.BinaryStreamHandler.getObs(org.openmrs.Obs, java.lang.String)	noCall	noCall	true	3500
6781.json	org.openmrs.api.impl.ConceptServiceImpl.getConceptSourceByUuid(java.lang.String)	noCall	noCall	true	3359
6577.json	org.openmrs.api.impl.PatientServiceImpl.getPatientIdentifierType(java.lang.Integer)	noCall	noCall	true	4460
4900.json	org.openmrs.api.db.hibernate.HibernateConceptDAO.saveDrug(org.openmrs.Drug)	noCall	noCall	true	4460
6189.json	org.openmrs.api.impl.ObsServiceImpl.setObsDAO(org.openmrs.api.db.ObsDAO)	noCall	noCall	true	4460
2026.json	org.openmrs.ConceptReferenceTerm.getConceptReferenceTermMaps()	4508.json	org.openmrs.api.handler.ConceptReferenceTermSaveHandler.handle(org.openmrs.ConceptReferenceTerm, org.openmrs.User, java.util.Date, java.lang.String)	false	2511
7069.json	org.openmrs.api.context.Context.isUseSystemClassLoader()	noCall	noCall	true	2056
3290.json	org.openmrs.scheduler.TaskFactory.createInstance(org.openmrs.scheduler.TaskDefinition)	3216.json	org.openmrs.scheduler.timer.TimerSchedulerServiceImpl.scheduleTask(org.openmrs.scheduler.TaskDefinition)	true	4460
5397.json	org.openmrs.api.db.hibernate.PatientSearchCriteria.prepareCriteria(java.lang.String, java.lang.String, java.util.List<org.openmrs.PatientIdentifierType>, boolean, boolean, boolean)	null	org.openmrs.api.db.hibernate.HibernateEncounterDAO.createEncounterByQueryCriteria(java.lang.String, java.lang.Integer, boolean, boolean)	true	2989
420.json	org.openmrs.propertyeditor.ConceptAnswersEditor.getConceptAnswerFromOriginal(java.lang.Integer)	419.json	org.openmrs.propertyeditor.ConceptAnswersEditor.setAsText(java.lang.String)	true	3024
2888.json	org.openmrs.hl7.impl.HL7ServiceImpl.writeHL7InArchiveToFileSystem(org.openmrs.hl7.HL7InArchive)	2887.json	org.openmrs.hl7.impl.HL7ServiceImpl.migrateHL7InArchive(org.openmrs.hl7.HL7InArchive)	true	2973
994.json	org.openmrs.logic.Duration.months(java.lang.Double)	995.json	org.openmrs.logic.Duration.months(int)	true	4088
6867.json	org.openmrs.api.impl.OrderSetServiceImpl.saveOrderSet(org.openmrs.OrderSet)	noCall	noCall	true	847
6563.json	org.openmrs.api.impl.PatientServiceImpl.getPatientOrPromotePerson(java.lang.Integer)	noCall	noCall	true	2534
3604.json	org.openmrs.Provider.setId(java.lang.Integer)	noCall	noCall	true	2487
3854.json	org.openmrs.DrugOrder.getDosingType()	1683.json,3856.json,3834.json,771.json,3871.json	org.openmrs.SimpleDosingInstructions.getDosingInstructions(org.openmrs.DrugOrder),org.openmrs.DrugOrder.getDosingInstructionsInstance(),org.openmrs.DrugOrder.copyHelper(org.openmrs.DrugOrder),org.openmrs.FreeTextDosingInstructions.getDosingInstructions(org.openmrs.DrugOrder),org.openmrs.DrugOrder.cloneForRevisionHelper(org.openmrs.DrugOrder)	false	1695
713.json	org.openmrs.OrderGroup.setOrders(java.util.List<org.openmrs.Order>)	noCall	noCall	true	847
1656.json	org.openmrs.Form.getBuild()	7531.json	org.openmrs.util.FormUtil.getFormUriWithoutExtension(org.openmrs.Form)	true	4460
6526.json	org.openmrs.api.impl.EncounterServiceImpl.getEncounterVisitHandlers()	noCall	noCall	true	2513
