MethodJson	MethodSignature	FanInJsons	FanInSignatures	Accurate?	DiscardDays
1902.json	okhttp3.Request.Builder.method(java.lang.String, okhttp3.RequestBody)	2062.json,2093.json,1895.json,582.json,2096.json,166.json,1901.json,2097.json,1898.json,2204.json,1900.json,1896.json,1054.json,1897.json	okhttp3.Cache.Entry.response(okhttp3.internal.cache.DiskLruCache.Snapshot),okhttp3.internal.huc.JavaApiConverter.createOkResponseForCachePut(java.net.URI, java.net.URLConnection),okhttp3.Request.Builder.get(),okhttp3.internal.huc.OkHttpURLConnection.buildCall(),okhttp3.internal.huc.JavaApiConverter.createOkResponseForCacheGet(okhttp3.Request, java.net.CacheResponse),okhttp3.recipes.RequestBodyCompression.GzipRequestInterceptor.intercept(okhttp3.Interceptor.Chain),okhttp3.Request.Builder.patch(okhttp3.RequestBody),okhttp3.internal.huc.JavaApiConverter.createOkRequest(java.net.URI, java.lang.String, java.util.Map<java.lang.String, java.util.List<java.lang.String>>),okhttp3.Request.Builder.delete(okhttp3.RequestBody),okhttp3.curl.Main.createRequest(),okhttp3.Request.Builder.put(okhttp3.RequestBody),okhttp3.Request.Builder.head(),okhttp3.internal.http.RetryAndFollowUpInterceptor.followUpRequest(okhttp3.Response),okhttp3.Request.Builder.post(okhttp3.RequestBody)	false	1116
204.json	okhttp3.recipes.LoggingInterceptors.LoggingInterceptor.intercept(okhttp3.Interceptor.Chain)	noCall	noCall	true	578
602.json	okhttp3.internal.JavaNetHeaders.Anonymous-c1689afa-c3d4-435e-b036-7bddb8c62cb9.compare(java.lang.String, java.lang.String)	noCall	noCall	true	1462
1921.json	okhttp3.RealCall.AsyncCall.get()	787.json,780.json,788.json	okhttp3.Dispatcher.queuedCalls(),okhttp3.Dispatcher.cancelAll(),okhttp3.Dispatcher.runningCalls()	true	831
853.json	okhttp3.OkHttpClient.systemDefaultSslSocketFactory(javax.net.ssl.X509TrustManager)	noCall	noCall	true	118
838.json	okhttp3.ConnectionSpec.Builder.build()	826.json	okhttp3.ConnectionSpec.supportedSpec(javax.net.ssl.SSLSocket, boolean)	true	652
836.json	okhttp3.ConnectionSpec.Builder.tlsVersions(java.lang.String...)	835.json,826.json	okhttp3.ConnectionSpec.Builder.tlsVersions(okhttp3.TlsVersion...),okhttp3.ConnectionSpec.supportedSpec(javax.net.ssl.SSLSocket, boolean)	true	627
1204.json	okhttp3.internal.io.FileSystem.Anonymous-70248b65-fa66-43c2-8ccf-f514a113c22b.appendingSink(java.io.File)	noCall	noCall	true	498
1745.json	okhttp3.HttpUrl.Builder.removePathSegment(int)	noCall	noCall	true	437
177.json	okhttp3.recipes.WebSocketEcho.main(java.lang.String...)	noCall	noCall	true	782
1249.json	okhttp3.internal.http1.Http1Codec.ChunkedSource.readChunkSize()	noCall	noCall	true	1462
205.json	okhttp3.recipes.LoggingInterceptors.main(java.lang.String...)	noCall	noCall	true	782
975.json	okhttp3.internal.connection.ConnectionSpecSelector.configureSecureSocket(javax.net.ssl.SSLSocket)	984.json	okhttp3.internal.connection.RealConnection.connectTls(int, int, okhttp3.internal.connection.ConnectionSpecSelector)	true	494
1020.json	okhttp3.internal.connection.StreamAllocation.toString()	noCall	noCall	true	238
1023.json	okhttp3.internal.connection.RouteException.addConnectException(java.io.IOException)	979.json	okhttp3.internal.connection.RealConnection.connect(int, int, int, java.util.List<okhttp3.ConnectionSpec>, boolean)	true	494
1436.json	okhttp3.internal.http2.Huffman.buildTree()	noCall	noCall	true	924
529.json	okhttp3.internal.huc.DelegatingHttpsURLConnection.getExpiration()	noCall	noCall	true	872
1759.json	okhttp3.HttpUrl.Builder.build()	1722.json,null,1719.json,679.json	okhttp3.HttpUrl.parse(java.lang.String),okhttp3.HttpUrl.getChecked(java.lang.String),okhttp3.HttpUrl.resolve(java.lang.String),okhttp3.mockwebserver.MockWebServer.url(java.lang.String)	true	460
720.json	okhttp3.mockwebserver.MockWebServer.FramedSocketHandler.onStream(okhttp3.internal.http2.Http2Stream)	noCall	noCall	true	1278
1742.json	okhttp3.HttpUrl.Builder.addPathSegments(java.lang.String, boolean)	1741.json,1739.json	okhttp3.HttpUrl.Builder.addEncodedPathSegments(java.lang.String),okhttp3.HttpUrl.Builder.addPathSegments(java.lang.String)	true	154
1944.json	okhttp3.Headers.Builder.add(java.lang.String, java.lang.String)	1810.json,619.json,582.json,1891.json,1943.json,2095.json,1099.json,565.json,591.json,2112.json	okhttp3.Response.Builder.addHeader(java.lang.String, java.lang.String),okhttp3.mockwebserver.MockResponse.addHeader(java.lang.String, java.lang.Object),okhttp3.internal.huc.OkHttpURLConnection.buildCall(),okhttp3.Request.Builder.addHeader(java.lang.String, java.lang.String),okhttp3.Headers.Builder.add(java.lang.String),okhttp3.internal.huc.JavaApiConverter.varyHeaders(java.net.URLConnection, okhttp3.Headers),okhttp3.internal.http.HttpHeaders.varyHeaders(okhttp3.Headers, okhttp3.Headers),okhttp3.internal.huc.OkHttpURLConnection.getHeaders(),okhttp3.internal.huc.OkHttpURLConnection.addRequestProperty(java.lang.String, java.lang.String),okhttp3.internal.huc.JavaApiConverter.withSyntheticHeaders(okhttp3.Response)	true	1462
637.json	okhttp3.mockwebserver.MockResponse.getBodyDelay(java.util.concurrent.TimeUnit)	null	okhttp3.mockwebserver.MockWebServer.sleepIfDelayed(okhttp3.mockwebserver.MockResponse)	true	565
1174.json	okhttp3.internal.platform.Platform.concatLengthPrefixed(java.util.List<okhttp3.Protocol>)	1136.json	okhttp3.internal.platform.AndroidPlatform.configureTlsExtensions(javax.net.ssl.SSLSocket, java.lang.String, java.util.List<okhttp3.Protocol>)	true	919
168.json	okhttp3.recipes.RequestBodyCompression.GzipRequestInterceptor.Anonymous-2306b058-0c92-4b45-998e-2370b05c22f4.contentLength()	noCall	noCall	true	578
2058.json	okhttp3.Cache.Entry.isHttps()	null	okhttp3.Cache.Entry.writeTo(okhttp3.internal.cache.DiskLruCache.Editor)	true	1462
1019.json	okhttp3.internal.connection.StreamAllocation.hasMoreRoutes()	1052.json	okhttp3.internal.http.RetryAndFollowUpInterceptor.recover(java.io.IOException, boolean, okhttp3.Request)	true	61
566.json	okhttp3.internal.huc.OkHttpURLConnection.responseSourceHeader(okhttp3.Response)	565.json	okhttp3.internal.huc.OkHttpURLConnection.getHeaders()	true	787
1927.json	okhttp3.Headers.getDate(java.lang.String)	null	okhttp3.internal.cache.CacheInterceptor.validate(okhttp3.Response, okhttp3.Response)	true	828
508.json	okhttp3.internal.huc.DelegatingHttpsURLConnection.connect()	noCall	noCall	true	1462
540.json	okhttp3.internal.huc.DelegatingHttpsURLConnection.getInputStream()	noCall	noCall	true	584
1889.json	okhttp3.Request.Builder.url(java.net.URL)	noCall	noCall	true	1116
1809.json	okhttp3.Response.Builder.header(java.lang.String, java.lang.String)	279.json	okhttp3.recipes.RewriteResponseCacheControl.Anonymous-7f5c6ee7-c12e-43c2-a5b5-f9734149bde9.intercept(okhttp3.Interceptor.Chain)	true	1116
2008.json	okhttp3.Authenticator.Anonymous-a9d5ec67-9be4-4251-a166-7ccd64d4b98b.authenticate(okhttp3.Route, okhttp3.Response)	noCall	noCall	true	208
939.json	okhttp3.Challenge.realm()	604.json	okhttp3.JavaNetAuthenticator.authenticate(okhttp3.Route, okhttp3.Response)	true	1184
163.json	okhttp3.recipes.PostForm.main(java.lang.String...)	noCall	noCall	true	782
1011.json	okhttp3.internal.connection.StreamAllocation.release()	1050.json	okhttp3.internal.http.RetryAndFollowUpInterceptor.intercept(okhttp3.Interceptor.Chain)	true	238
2157.json	okhttp3.internal.huc.JavaApiConverter.CacheHttpURLConnection.getOutputStream()	noCall	noCall	true	872
949.json	okhttp3.ResponseBody.charStream()	noCall	noCall	true	1116
188.json	okhttp3.recipes.CustomTrust.run()	192.json	okhttp3.recipes.CustomTrust.main(java.lang.String...)	true	497
1347.json	okhttp3.internal.cache.DiskLruCache.validateKey(java.lang.String)	1329.json,1338.json,1331.json	okhttp3.internal.cache.DiskLruCache.get(java.lang.String),okhttp3.internal.cache.DiskLruCache.remove(java.lang.String),okhttp3.internal.cache.DiskLruCache.edit(java.lang.String, long)	true	1462
1581.json	okhttp3.internal.http2.Settings.get(int)	1562.json,1589.json	okhttp3.internal.http2.Http2Writer.settings(okhttp3.internal.http2.Settings),okhttp3.internal.http2.Settings.merge(okhttp3.internal.http2.Settings)	true	1397
688.json	okhttp3.mockwebserver.MockWebServer.takeRequest()	noCall	noCall	true	1888
1986.json	okhttp3.MultipartBody.boundary()	noCall	noCall	true	226
1474.json	okhttp3.internal.http2.Http2Connection.setSettings(okhttp3.internal.http2.Settings)	722.json	okhttp3.mockwebserver.MockWebServer.FramedSocketHandler.writeResponse(okhttp3.internal.http2.Http2Stream, okhttp3.mockwebserver.MockResponse)	true	234
1107.json	okhttp3.internal.http.BridgeInterceptor.cookieHeader(java.util.List<okhttp3.Cookie>)	1106.json	okhttp3.internal.http.BridgeInterceptor.intercept(okhttp3.Interceptor.Chain)	true	206
482.json	okhttp3.internal.huc.OutputStreamRequestBody.Anonymous-a9061c41-9fbc-48f0-9999-41c7b46ee5b2.close()	noCall	noCall	true	33
1629.json	okhttp3.internal.http2.Http2Reader.readHeaders(okhttp3.internal.http2.Http2Reader.Handler, int, byte, int)	1628.json	okhttp3.internal.http2.Http2Reader.nextFrame(okhttp3.internal.http2.Http2Reader.Handler)	true	1062
511.json	okhttp3.internal.huc.DelegatingHttpsURLConnection.getRequestMethod()	noCall	noCall	true	1462
1956.json	okhttp3.Cookie.hostOnly()	noCall	noCall	true	209
880.json	okhttp3.OkHttpClient.newCall(okhttp3.Request)	130.json,184.json,264.json,203.json,164.json,2200.json,268.json,234.json,280.json,162.json,418.json,188.json,201.json,132.json,582.json,270.json,182.json,277.json,275.json,257.json,186.json,273.json,180.json,127.json,439.json,null,102.json,98.json,null	okhttp3.guide.GetExample.run(java.lang.String),okhttp3.recipes.CertificatePinning.run(),okhttp3.recipes.PostFile.run(),okhttp3.recipes.LoggingInterceptors.run(),okhttp3.recipes.RequestBodyCompression.run(),okhttp3.curl.Main.run(),okhttp3.recipes.AsynchronousGet.run(),okhttp3.recipes.Progress.run(),okhttp3.recipes.RewriteResponseCacheControl.run(),okhttp3.recipes.PostForm.run(),okhttp3.benchmarks.OkHttp.request(okhttp3.HttpUrl),okhttp3.recipes.CustomTrust.run(),okhttp3.recipes.PerCallSettings.run(),okhttp3.recipes.ParseResponseWithMoshi.run(),okhttp3.internal.huc.OkHttpURLConnection.buildCall(),okhttp3.recipes.PostMultipart.run(),okhttp3.recipes.AccessHeaders.run(),okhttp3.recipes.SynchronousGet.run(),okhttp3.recipes.CacheResponse.run(),okhttp3.recipes.Authenticate.run(),okhttp3.recipes.PostString.run(),okhttp3.recipes.CheckHandshake.run(),okhttp3.recipes.ConfigureTimeouts.run(),okhttp3.guide.PostExample.post(java.lang.String, java.lang.String),okhttp3.benchmarks.OkHttpAsync.enqueue(okhttp3.HttpUrl),okhttp3.recipes.PostStreaming.run(),okhttp3.sample.Crawler.fetch(okhttp3.HttpUrl),okhttp3.sample.OkHttpContributors.main(java.lang.String...),okhttp3.recipes.CancelCall.run()	false	882
547.json	okhttp3.internal.huc.DelegatingHttpsURLConnection.setAllowUserInteraction(boolean)	noCall	noCall	true	1462
1225.json	okhttp3.internal.http1.Http1Codec.writeRequest(okhttp3.Headers, java.lang.String)	1220.json,null	okhttp3.internal.http1.Http1Codec.writeRequestHeaders(okhttp3.Request),okhttp3.internal.connection.RealConnection.createTunnel(int, int, okhttp3.Request, okhttp3.HttpUrl)	true	936
1014.json	okhttp3.internal.connection.StreamAllocation.cancel()	1046.json	okhttp3.internal.http.RetryAndFollowUpInterceptor.cancel()	true	238
967.json	okhttp3.MediaType.subtype()	null,102.json	okhttp3.internal.ws.RealWebSocket.sendMessage(okhttp3.RequestBody),okhttp3.sample.Crawler.fetch(okhttp3.HttpUrl)	true	1116
1774.json	okhttp3.HttpUrl.percentDecode(java.lang.String, int, int, boolean)	noCall	noCall	true	447
259.json	okhttp3.recipes.PostStreaming.Anonymous-418ca588-f25b-4ca5-8fd4-4b121337b2b9.contentType()	noCall	noCall	true	785
1135.json	okhttp3.internal.platform.AndroidPlatform.trustManager(javax.net.ssl.SSLSocketFactory)	noCall	noCall	true	81
1557.json	okhttp3.internal.http2.Http2Writer.headers(int, java.util.List<okhttp3.internal.http2.Header>)	noCall	noCall	true	1078
576.json	okhttp3.internal.huc.OkHttpURLConnection.setConnectTimeout(int)	noCall	noCall	true	1112
1644.json	okhttp3.internal.http2.Http2Reader.ContinuationSource.readContinuationHeader()	noCall	noCall	false	914
655.json	okhttp3.mockwebserver.RecordedRequest.getHeaders()	noCall	noCall	false	1888
722.json	okhttp3.mockwebserver.MockWebServer.FramedSocketHandler.writeResponse(okhttp3.internal.http2.Http2Stream, okhttp3.mockwebserver.MockResponse)	723.json,720.json	okhttp3.mockwebserver.MockWebServer.FramedSocketHandler.pushPromises(okhttp3.internal.http2.Http2Stream, java.util.List<okhttp3.mockwebserver.PushPromise>),okhttp3.mockwebserver.MockWebServer.FramedSocketHandler.onStream(okhttp3.internal.http2.Http2Stream)	true	1278
1232.json	okhttp3.internal.http1.Http1Codec.newChunkedSource(okhttp3.HttpUrl)	null	okhttp3.internal.http1.Http1Codec.getTransferStream(okhttp3.Response)	true	890
1105.json	okhttp3.internal.http.HttpHeaders.parseSeconds(java.lang.String, int)	1859.json	okhttp3.CacheControl.parse(okhttp3.Headers)	true	28
776.json	okhttp3.Dispatcher.setMaxRequestsPerHost(int)	noCall	noCall	true	930
1527.json	okhttp3.internal.http2.Hpack.Reader.readHeaders()	1630.json	okhttp3.internal.http2.Http2Reader.readHeaderBlock(int, short, byte, int)	true	1062
2164.json	okhttp3.internal.huc.JavaApiConverter.CacheHttpURLConnection.setUseCaches(boolean)	noCall	noCall	true	872
1467.json	okhttp3.internal.http2.Http2Connection.flush()	null,1618.json,null	okhttp3.internal.http2.Http2Stream.reply(java.util.List<okhttp3.internal.http2.Header>, boolean),okhttp3.internal.http2.Http2Stream.FramedDataSink.flush(),okhttp3.internal.http2.Http2Stream.FramedDataSink.close()	true	1462
1795.json	okhttp3.Response.networkResponse()	1098.json,275.json,566.json,102.json,280.json	okhttp3.internal.http.HttpHeaders.varyHeaders(okhttp3.Response),okhttp3.recipes.CacheResponse.run(),okhttp3.internal.huc.OkHttpURLConnection.responseSourceHeader(okhttp3.Response),okhttp3.sample.Crawler.fetch(okhttp3.HttpUrl),okhttp3.recipes.RewriteResponseCacheControl.run()	true	798
467.json	okhttp3.logging.HttpLoggingInterceptor.bodyEncoded(okhttp3.Headers)	465.json	okhttp3.logging.HttpLoggingInterceptor.intercept(okhttp3.Interceptor.Chain)	true	232
1010.json	okhttp3.internal.connection.StreamAllocation.connection()	1039.json,1219.json,1024.json,1054.json,1220.json	okhttp3.internal.http.CallServerInterceptor.intercept(okhttp3.Interceptor.Chain),okhttp3.internal.http1.Http1Codec.cancel(),okhttp3.internal.connection.ConnectInterceptor.intercept(okhttp3.Interceptor.Chain),okhttp3.internal.http.RetryAndFollowUpInterceptor.followUpRequest(okhttp3.Response),okhttp3.internal.http1.Http1Codec.writeRequestHeaders(okhttp3.Request)	true	579
1717.json	okhttp3.HttpUrl.fragment()	noCall	noCall	true	460
289.json	okhttp3.sample.SampleServer.sslContext(java.lang.String, java.lang.String)	288.json	okhttp3.sample.SampleServer.main(java.lang.String[])	true	1051
922.json	okhttp3.RequestBody.create(okhttp3.MediaType, byte[])	noCall	noCall	true	1115
1414.json	okhttp3.internal.Util.skipLeadingAsciiWhitespace(java.lang.String, int, int)	1416.json,1761.json	okhttp3.internal.Util.trimSubstring(java.lang.String, int, int),okhttp3.HttpUrl.Builder.parse(okhttp3.HttpUrl, java.lang.String)	true	448
1773.json	okhttp3.HttpUrl.percentDecode(java.util.List<java.lang.String>, boolean)	noCall	noCall	true	437
1819.json	okhttp3.Response.Builder.sentRequestAtMillis(long)	2062.json,1311.json,1039.json,2116.json	okhttp3.Cache.Entry.response(okhttp3.internal.cache.DiskLruCache.Snapshot),okhttp3.internal.cache.CacheInterceptor.intercept(okhttp3.Interceptor.Chain),okhttp3.internal.http.CallServerInterceptor.intercept(okhttp3.Interceptor.Chain),okhttp3.internal.huc.JavaApiConverter.extractOkHeaders(java.util.Map<java.lang.String, java.util.List<java.lang.String>>, okhttp3.Response.Builder)	true	77
282.json	okhttp3.sample.SampleServer.run()	288.json	okhttp3.sample.SampleServer.main(java.lang.String[])	true	1051
2178.json	okhttp3.internal.huc.JavaApiConverter.throwResponseBodyAccessException()	2154.json,2155.json,2153.json,2156.json	okhttp3.internal.huc.JavaApiConverter.CacheHttpURLConnection.getContent(java.lang.Class[]),okhttp3.internal.huc.JavaApiConverter.CacheHttpURLConnection.Anonymous-c3113552-a42d-439a-b683-dbc32d4ffe40.read(),okhttp3.internal.huc.JavaApiConverter.CacheHttpURLConnection.getContent(),okhttp3.internal.huc.JavaApiConverter.CacheHttpURLConnection.getInputStream()	true	872
1541.json	okhttp3.internal.http2.Hpack.nameToFirstIndex()	noCall	noCall	true	906
658.json	okhttp3.mockwebserver.RecordedRequest.getBodySize()	noCall	noCall	true	1888
1558.json	okhttp3.internal.http2.Http2Writer.rstStream(int, okhttp3.internal.http2.ErrorCode)	null,1460.json,1502.json,1500.json,null,null	okhttp3.internal.http2.Http2Connection.Anonymous-58ab7864-6cba-4471-b62b-eb19d169caa0.execute(),okhttp3.internal.http2.Http2Connection.writeSynReset(int, okhttp3.internal.http2.ErrorCode),okhttp3.internal.http2.Http2Connection.pushHeadersLater(int, java.util.List<okhttp3.internal.http2.Header>, boolean),okhttp3.internal.http2.Http2Connection.pushRequestLater(int, java.util.List<okhttp3.internal.http2.Header>),okhttp3.internal.http2.Http2Connection.Anonymous-305e5862-c307-4bac-9ede-170b99a8a65b.execute(),okhttp3.internal.http2.Http2Connection.Anonymous-18e96b3c-4e54-4479-9705-60181846e46f.execute()	false	1078
1206.json	okhttp3.internal.io.FileSystem.Anonymous-7bd420fb-3f0a-4e05-9477-03527f1391fb.exists(java.io.File)	noCall	noCall	true	498
649.json	okhttp3.mockwebserver.PushPromise.headers()	723.json	okhttp3.mockwebserver.MockWebServer.FramedSocketHandler.pushPromises(okhttp3.internal.http2.Http2Stream, java.util.List<okhttp3.mockwebserver.PushPromise>)	true	881
418.json	okhttp3.benchmarks.OkHttp.request(okhttp3.HttpUrl)	noCall	noCall	true	904
769.json	okhttp3.CookieJar.Anonymous-7ea5513a-29fb-470f-a248-69af6cd2a24c.saveFromResponse(okhttp3.HttpUrl, java.util.List<okhttp3.Cookie>)	noCall	noCall	true	212
599.json	okhttp3.internal.huc.OkHttpURLConnection.NetworkInterceptor.proceed()	563.json,585.json,573.json	okhttp3.internal.huc.OkHttpURLConnection.disconnect(),okhttp3.internal.huc.OkHttpURLConnection.getResponse(),okhttp3.internal.huc.OkHttpURLConnection.getOutputStream()	true	33
1124.json	okhttp3.internal.tls.DistinguishedNameParser.getByte(int)	1123.json,1120.json	okhttp3.internal.tls.DistinguishedNameParser.getUTF8(),okhttp3.internal.tls.DistinguishedNameParser.hexAV()	true	1177
1383.json	okhttp3.internal.cache.CacheStrategy.Factory.computeFreshnessLifetime()	1382.json	okhttp3.internal.cache.CacheStrategy.Factory.getCandidate()	true	1462
677.json	okhttp3.mockwebserver.MockWebServer.toProxyAddress()	noCall	noCall	true	1888
56.json	okhttp3.apache.OkApacheClient.transformResponse(okhttp3.Response)	noCall	noCall	false	829
1793.json	okhttp3.Response.newBuilder()	1050.json,279.json,1311.json,1382.json,2111.json,233.json,1039.json,1106.json,1316.json,1312.json,234.json	okhttp3.internal.http.RetryAndFollowUpInterceptor.intercept(okhttp3.Interceptor.Chain),okhttp3.recipes.RewriteResponseCacheControl.Anonymous-7f5c6ee7-c12e-43c2-a5b5-f9734149bde9.intercept(okhttp3.Interceptor.Chain),okhttp3.internal.cache.CacheInterceptor.intercept(okhttp3.Interceptor.Chain),okhttp3.internal.cache.CacheStrategy.Factory.getCandidate(),okhttp3.internal.huc.JavaApiConverter.createJavaUrlConnectionForCachePut(okhttp3.Response),okhttp3.recipes.Progress.Anonymous-06b8dddc-0165-4ea6-9dad-183751d077c8.intercept(okhttp3.Interceptor.Chain),okhttp3.internal.http.CallServerInterceptor.intercept(okhttp3.Interceptor.Chain),okhttp3.internal.http.BridgeInterceptor.intercept(okhttp3.Interceptor.Chain),okhttp3.internal.cache.CacheInterceptor.cacheWritingResponse(okhttp3.internal.cache.CacheRequest, okhttp3.Response),okhttp3.internal.cache.CacheInterceptor.stripBody(okhttp3.Response),okhttp3.recipes.Progress.run()	true	938
700.json	okhttp3.mockwebserver.MockWebServer.Anonymous-ed90d1d6-62d8-45da-a873-c101d1522d31.processConnection()	noCall	noCall	true	1888
1575.json	okhttp3.internal.http2.Http2.ioException(java.lang.String, java.lang.Object...)	1646.json,1644.json,1638.json,1637.json,1634.json,1628.json,1632.json,1639.json,1631.json,1629.json,1635.json,1636.json	okhttp3.internal.http2.Http2Reader.lengthWithoutPadding(int, byte, short),okhttp3.internal.http2.Http2Reader.ContinuationSource.readContinuationHeader(),okhttp3.internal.http2.Http2Reader.readGoAway(okhttp3.internal.http2.Http2Reader.Handler, int, byte, int),okhttp3.internal.http2.Http2Reader.readPing(okhttp3.internal.http2.Http2Reader.Handler, int, byte, int),okhttp3.internal.http2.Http2Reader.readRstStream(okhttp3.internal.http2.Http2Reader.Handler, int, byte, int),okhttp3.internal.http2.Http2Reader.nextFrame(okhttp3.internal.http2.Http2Reader.Handler),okhttp3.internal.http2.Http2Reader.readPriority(okhttp3.internal.http2.Http2Reader.Handler, int, byte, int),okhttp3.internal.http2.Http2Reader.readWindowUpdate(okhttp3.internal.http2.Http2Reader.Handler, int, byte, int),okhttp3.internal.http2.Http2Reader.readData(okhttp3.internal.http2.Http2Reader.Handler, int, byte, int),okhttp3.internal.http2.Http2Reader.readHeaders(okhttp3.internal.http2.Http2Reader.Handler, int, byte, int),okhttp3.internal.http2.Http2Reader.readSettings(okhttp3.internal.http2.Http2Reader.Handler, int, byte, int),okhttp3.internal.http2.Http2Reader.readPushPromise(okhttp3.internal.http2.Http2Reader.Handler, int, byte, int)	true	15
917.json	okhttp3.RequestBody.create(okhttp3.MediaType, java.lang.String)	noCall	noCall	true	1115
1194.json	okhttp3.internal.platform.OptionalMethod.invokeWithoutCheckedException(T, java.lang.Object...)	1136.json,1137.json	okhttp3.internal.platform.AndroidPlatform.configureTlsExtensions(javax.net.ssl.SSLSocket, java.lang.String, java.util.List<okhttp3.Protocol>),okhttp3.internal.platform.AndroidPlatform.getSelectedProtocol(javax.net.ssl.SSLSocket)	true	624
995.json	okhttp3.internal.connection.RealConnection.isHealthy(boolean)	1003.json	okhttp3.internal.connection.StreamAllocation.findHealthyConnection(int, int, int, boolean, boolean)	true	238
1395.json	okhttp3.internal.connection.RouteException.addSuppressedIfPossible(java.io.IOException, java.io.IOException)	1023.json	okhttp3.internal.connection.RouteException.addConnectException(java.io.IOException)	true	446
1873.json	okhttp3.Protocol.get(java.lang.String)	984.json,null,703.json,700.json	okhttp3.internal.connection.RealConnection.connectTls(int, int, okhttp3.internal.connection.ConnectionSpecSelector),okhttp3.internal.http2.Http2Server.run(),okhttp3.mockwebserver.MockWebServer.serveConnection(java.net.Socket),okhttp3.mockwebserver.MockWebServer.Anonymous-ed90d1d6-62d8-45da-a873-c101d1522d31.processConnection()	true	919
1964.json	okhttp3.Cookie.parse(okhttp3.HttpUrl, java.lang.String)	1970.json	okhttp3.Cookie.parseAll(okhttp3.HttpUrl, okhttp3.Headers)	true	209
1898.json	okhttp3.Request.Builder.delete(okhttp3.RequestBody)	noCall	noCall	true	558
2103.json	okhttp3.internal.huc.JavaApiConverter.Anonymous-1ee1d73f-096c-4b07-9f68-3e46f35f4127.getPeerPrincipal()	noCall	noCall	true	858
858.json	okhttp3.OkHttpClient.proxy()	1051.json,586.json,574.json,472.json,1054.json	okhttp3.internal.http.RetryAndFollowUpInterceptor.createAddress(okhttp3.HttpUrl),okhttp3.internal.huc.OkHttpURLConnection.usingProxy(),okhttp3.internal.huc.OkHttpURLConnection.getPermission(),okhttp3.OkUrlFactory.open(java.net.URL),okhttp3.internal.http.RetryAndFollowUpInterceptor.followUpRequest(okhttp3.Response)	true	1251
507.json	okhttp3.internal.huc.DelegatingHttpsURLConnection.getLocalPrincipal()	noCall	noCall	true	1462
1148.json	okhttp3.internal.platform.AndroidPlatform.AndroidCertificateChainCleaner.clean(java.util.List<java.security.cert.Certificate>, java.lang.String)	noCall	noCall	true	167
