MethodJson	MethodSignature	FanInJsons	FanInSignatures	Accurate?	DiscardDays
272.json	org.apache.commons.io.input.Tailer.create(java.io.File, org.apache.commons.io.input.TailerListener, long, boolean)	275.json,274.json	org.apache.commons.io.input.Tailer.create(java.io.File, org.apache.commons.io.input.TailerListener),org.apache.commons.io.input.Tailer.create(java.io.File, org.apache.commons.io.input.TailerListener, long)	true	2663
600.json	org.apache.commons.io.monitor.FileEntry.isExists()	578.json	org.apache.commons.io.monitor.FileAlterationObserver.checkAndNotify()	true	3570
102.json	org.apache.commons.io.filefilter.NotFileFilter.toString()	noCall	noCall	true	3895
747.json	org.apache.commons.io.IOUtils.write(java.lang.String, java.io.OutputStream, java.nio.charset.Charset)	null,746.json,743.json,748.json	org.apache.commons.io.FileUtils.writeStringToFile(java.io.File, java.lang.String, java.nio.charset.Charset, boolean),org.apache.commons.io.IOUtils.write(java.lang.String, java.io.OutputStream),org.apache.commons.io.IOUtils.write(java.lang.CharSequence, java.io.OutputStream, java.nio.charset.Charset),org.apache.commons.io.IOUtils.write(java.lang.String, java.io.OutputStream, java.lang.String)	true	2116
351.json	org.apache.commons.io.input.ObservableInputStream.read()	noCall	noCall	true	563
250.json	org.apache.commons.io.input.SwappedDataInputStream.readLong()	noCall	noCall	true	5669
1059.json	org.apache.commons.io.FileUtils.byteCountToDisplaySize(java.math.BigInteger)	1060.json	org.apache.commons.io.FileUtils.byteCountToDisplaySize(long)	true	5833
694.json	org.apache.commons.io.IOUtils.skip(java.io.Reader, long)	697.json	org.apache.commons.io.IOUtils.skipFully(java.io.Reader, long)	true	2869
348.json	org.apache.commons.io.input.ObservableInputStream.add(org.apache.commons.io.input.ObservableInputStream.Observer)	noCall	noCall	true	563
1184.json	org.apache.commons.io.FileSystem.getMaxFileNameLength()	noCall	noCall	true	60
242.json	org.apache.commons.io.input.SwappedDataInputStream.readByte()	241.json	org.apache.commons.io.input.SwappedDataInputStream.readBoolean()	true	5669
1115.json	org.apache.commons.io.FileUtils.iterateFilesAndDirs(java.io.File, org.apache.commons.io.filefilter.IOFileFilter, org.apache.commons.io.filefilter.IOFileFilter)	noCall	noCall	true	2145
21.json	org.apache.commons.io.filefilter.FileFilterUtils.or(org.apache.commons.io.filefilter.IOFileFilter...)	1118.json,1120.json	org.apache.commons.io.FileUtils.listFiles(java.io.File, org.apache.commons.io.filefilter.IOFileFilter, org.apache.commons.io.filefilter.IOFileFilter),org.apache.commons.io.FileUtils.listFilesAndDirs(java.io.File, org.apache.commons.io.filefilter.IOFileFilter, org.apache.commons.io.filefilter.IOFileFilter)	true	2665
939.json	org.apache.commons.io.output.ProxyWriter.write(char[])	noCall	noCall	true	5131
755.json	org.apache.commons.io.IOUtils.writeLines(java.util.Collection<?>, java.lang.String, java.io.OutputStream)	noCall	noCall	true	4513
359.json	org.apache.commons.io.input.ObservableInputStream.getObservers()	354.json,358.json,356.json,357.json,355.json	org.apache.commons.io.input.ObservableInputStream.noteDataBytes(byte[], int, int),org.apache.commons.io.input.ObservableInputStream.noteClosed(),org.apache.commons.io.input.ObservableInputStream.noteDataByte(int),org.apache.commons.io.input.ObservableInputStream.noteError(java.io.IOException),org.apache.commons.io.input.ObservableInputStream.noteFinished()	true	563
753.json	org.apache.commons.io.IOUtils.writeChunked(byte[], java.io.OutputStream)	noCall	noCall	true	1686
543.json	org.apache.commons.io.serialization.ValidatingObjectInputStream.accept(java.util.regex.Pattern)	noCall	noCall	true	787
131.json	org.apache.commons.io.EndianUtils.writeSwappedDouble(java.io.OutputStream, double)	noCall	noCall	true	5287
1087.json	org.apache.commons.io.FileUtils.decodeUrl(java.lang.String)	1146.json	org.apache.commons.io.FileUtils.toFile(java.net.URL)	true	2665
682.json	org.apache.commons.io.IOUtils.readLines(java.io.InputStream)	noCall	noCall	true	4534
207.json	org.apache.commons.io.input.CharSequenceReader.mark(int)	noCall	noCall	true	3662
1057.json	org.apache.commons.io.IOCase.checkRegionMatches(java.lang.String, int, java.lang.String)	190.json,1056.json	org.apache.commons.io.FilenameUtils.wildcardMatch(java.lang.String, java.lang.String, org.apache.commons.io.IOCase),org.apache.commons.io.IOCase.checkIndexOf(java.lang.String, int, java.lang.String)	true	4221
190.json	org.apache.commons.io.FilenameUtils.wildcardMatch(java.lang.String, java.lang.String, org.apache.commons.io.IOCase)	188.json,189.json,51.json,52.json	org.apache.commons.io.FilenameUtils.wildcardMatch(java.lang.String, java.lang.String),org.apache.commons.io.FilenameUtils.wildcardMatchOnSystem(java.lang.String, java.lang.String),org.apache.commons.io.filefilter.WildcardFileFilter.accept(java.io.File, java.lang.String),org.apache.commons.io.filefilter.WildcardFileFilter.accept(java.io.File)	true	4868
210.json	org.apache.commons.io.input.CharSequenceReader.read(char[], int, int)	noCall	noCall	true	3662
344.json	org.apache.commons.io.input.ObservableInputStream.Observer.data(byte[], int, int)	354.json	org.apache.commons.io.input.ObservableInputStream.noteDataBytes(byte[], int, int)	true	563
625.json	org.apache.commons.io.IOUtils.buffer(java.io.Reader)	noCall	noCall	true	1730
922.json	org.apache.commons.io.output.DeferredFileOutputStream.isInMemory()	926.json	org.apache.commons.io.output.DeferredFileOutputStream.writeTo(java.io.OutputStream)	true	5097
925.json	org.apache.commons.io.output.DeferredFileOutputStream.close()	noCall	noCall	true	4509
97.json	org.apache.commons.io.filefilter.NameFileFilter.accept(java.io.File, java.lang.String)	noCall	noCall	true	5167
374.json	org.apache.commons.io.input.CountingInputStream.getByteCount()	372.json	org.apache.commons.io.input.CountingInputStream.getCount()	true	5567
57.json	org.apache.commons.io.filefilter.OrFileFilter.setFileFilters(java.util.List<org.apache.commons.io.filefilter.IOFileFilter>)	noCall	noCall	true	4830
409.json	org.apache.commons.io.input.CharSequenceInputStream.read(byte[])	noCall	noCall	true	2145
701.json	org.apache.commons.io.IOUtils.toBufferedReader(java.io.Reader, int)	noCall	noCall	true	1543
776.json	org.apache.commons.io.DirectoryWalker.handleEnd(java.util.Collection<T>)	764.json	org.apache.commons.io.DirectoryWalker.walk(java.io.File, java.util.Collection<T>)	true	4193
201.json	org.apache.commons.io.FileCleaner.exitWhenFinished()	noCall	noCall	true	4059
599.json	org.apache.commons.io.monitor.FileEntry.setLength(long)	noCall	noCall	true	2656
1142.json	org.apache.commons.io.FileUtils.sizeOfDirectory(java.io.File)	524.json	org.apache.commons.io.comparator.SizeFileComparator.compare(java.io.File, java.io.File)	true	5669
98.json	org.apache.commons.io.filefilter.NameFileFilter.toString()	noCall	noCall	true	3895
281.json	org.apache.commons.io.input.Tailer.readLines(java.io.RandomAccessFile)	279.json	org.apache.commons.io.input.Tailer.run()	true	2664
597.json	org.apache.commons.io.monitor.FileEntry.setLastModified(long)	noCall	noCall	true	3570
1166.json	org.apache.commons.io.FileUtils.writeLines(java.io.File, java.util.Collection<?>, boolean)	noCall	noCall	true	4034
199.json	org.apache.commons.io.FileCleaner.track(java.lang.String, java.lang.Object, org.apache.commons.io.FileDeleteStrategy)	noCall	noCall	true	5051
1191.json	org.apache.commons.io.FileSystem.isReservedFileName(java.lang.CharSequence)	1190.json	org.apache.commons.io.FileSystem.isLegalFileName(java.lang.CharSequence)	true	58
510.json	org.apache.commons.io.ThreadMonitor.start(java.lang.Thread, long)	509.json	org.apache.commons.io.ThreadMonitor.start(long)	true	2664
917.json	org.apache.commons.io.output.DemuxOutputStream.close()	noCall	noCall	true	5669
222.json	org.apache.commons.io.input.NullInputStream.close()	noCall	noCall	true	4116
852.json	org.apache.commons.io.output.StringBuilderWriter.write(java.lang.String)	noCall	noCall	true	3630
556.json	org.apache.commons.io.CopyUtils.copy(java.io.InputStream, java.io.Writer)	552.json	org.apache.commons.io.CopyUtils.copy(byte[], java.io.Writer)	true	5260
586.json	org.apache.commons.io.monitor.FileAlterationObserver.toString()	noCall	noCall	true	3570
338.json	org.apache.commons.io.input.BrokenInputStream.read()	noCall	noCall	true	3264
302.json	org.apache.commons.io.input.BoundedInputStream.setPropagateClose(boolean)	noCall	noCall	true	2665
94.json	org.apache.commons.io.filefilter.DelegateFileFilter.toString()	noCall	noCall	true	3895
536.json	org.apache.commons.io.serialization.ValidatingObjectInputStream.validateClassName(java.lang.String)	538.json	org.apache.commons.io.serialization.ValidatingObjectInputStream.resolveClass(java.io.ObjectStreamClass)	true	787
64.json	org.apache.commons.io.filefilter.PrefixFileFilter.toString()	noCall	noCall	true	3895
445.json	org.apache.commons.io.input.BOMInputStream.mark(int)	noCall	noCall	true	3333
9.json	org.apache.commons.io.filefilter.FileFilterUtils.filter(org.apache.commons.io.filefilter.IOFileFilter, java.lang.Iterable<java.io.File>, T)	8.json,5.json	org.apache.commons.io.filefilter.FileFilterUtils.filterSet(org.apache.commons.io.filefilter.IOFileFilter, java.lang.Iterable<java.io.File>),org.apache.commons.io.filefilter.FileFilterUtils.filterList(org.apache.commons.io.filefilter.IOFileFilter, java.lang.Iterable<java.io.File>)	true	2665
770.json	org.apache.commons.io.DirectoryWalker.handleDirectory(java.io.File, int, java.util.Collection<T>)	765.json	org.apache.commons.io.DirectoryWalker.walk(java.io.File, int, java.util.Collection<T>)	true	4193
157.json	org.apache.commons.io.FilenameUtils.normalizeNoEndSeparator(java.lang.String, boolean)	noCall	noCall	true	4513
53.json	org.apache.commons.io.filefilter.WildcardFileFilter.toString()	noCall	noCall	true	3895
1060.json	org.apache.commons.io.FileUtils.byteCountToDisplaySize(long)	noCall	noCall	true	5833
456.json	org.apache.commons.io.input.ProxyInputStream.close()	360.json,363.json	org.apache.commons.io.input.ObservableInputStream.close(),org.apache.commons.io.input.TeeInputStream.close()	true	5517
138.json	org.apache.commons.io.ByteOrderMark.equals(java.lang.Object)	436.json	org.apache.commons.io.input.BOMInputStream.hasBOM(org.apache.commons.io.ByteOrderMark)	true	2660
246.json	org.apache.commons.io.input.SwappedDataInputStream.readFully(byte[])	noCall	noCall	true	5669
104.json	org.apache.commons.io.EndianUtils.swapShort(short)	noCall	noCall	true	5287
581.json	org.apache.commons.io.monitor.FileAlterationObserver.doListFiles(java.io.File, org.apache.commons.io.monitor.FileEntry)	580.json,576.json	org.apache.commons.io.monitor.FileAlterationObserver.createFileEntry(org.apache.commons.io.monitor.FileEntry, java.io.File),org.apache.commons.io.monitor.FileAlterationObserver.initialize()	true	940
256.json	org.apache.commons.io.input.WindowsLineEndingInputStream.readWithUpdate()	257.json	org.apache.commons.io.input.WindowsLineEndingInputStream.read()	true	1175
41.json	org.apache.commons.io.filefilter.FileFilterUtils.makeCVSAware(org.apache.commons.io.filefilter.IOFileFilter)	noCall	noCall	true	5167
355.json	org.apache.commons.io.input.ObservableInputStream.noteFinished()	352.json,351.json,353.json	org.apache.commons.io.input.ObservableInputStream.read(byte[]),org.apache.commons.io.input.ObservableInputStream.read(),org.apache.commons.io.input.ObservableInputStream.read(byte[], int, int)	true	563
153.json	org.apache.commons.io.FilenameUtils.isSeparator(char)	164.json,159.json	org.apache.commons.io.FilenameUtils.getPrefixLength(java.lang.String),org.apache.commons.io.FilenameUtils.concat(java.lang.String, java.lang.String)	true	4801
287.json	org.apache.commons.io.input.ClosedInputStream.read()	noCall	noCall	true	3747
311.json	org.apache.commons.io.input.ProxyReader.read(java.nio.CharBuffer)	noCall	noCall	true	3630
710.json	org.apache.commons.io.IOUtils.toByteArray(java.net.URL)	709.json,687.json	org.apache.commons.io.IOUtils.toByteArray(java.net.URI),org.apache.commons.io.IOUtils.resourceToByteArray(java.lang.String, java.lang.ClassLoader)	true	2099
426.json	org.apache.commons.io.input.XmlStreamReader.doHttpStream(org.apache.commons.io.input.BOMInputStream, org.apache.commons.io.input.BOMInputStream, java.lang.String, boolean)	noCall	noCall	true	2660
248.json	org.apache.commons.io.input.SwappedDataInputStream.readInt()	noCall	noCall	true	5669
1109.json	org.apache.commons.io.FileUtils.isFileOlder(java.io.File, java.util.Date)	noCall	noCall	true	4192
1068.json	org.apache.commons.io.FileUtils.contentEquals(java.io.File, java.io.File)	noCall	noCall	true	5669
518.json	org.apache.commons.io.comparator.NameFileComparator.compare(java.io.File, java.io.File)	noCall	noCall	true	3662
1137.json	org.apache.commons.io.FileUtils.setUpEffectiveFileFilter(org.apache.commons.io.filefilter.IOFileFilter)	1118.json,1120.json	org.apache.commons.io.FileUtils.listFiles(java.io.File, org.apache.commons.io.filefilter.IOFileFilter, org.apache.commons.io.filefilter.IOFileFilter),org.apache.commons.io.FileUtils.listFilesAndDirs(java.io.File, org.apache.commons.io.filefilter.IOFileFilter, org.apache.commons.io.filefilter.IOFileFilter)	true	2145
1127.json	org.apache.commons.io.FileUtils.openOutputStream(java.io.File)	1084.json,1149.json	org.apache.commons.io.FileUtils.copyToFile(java.io.InputStream, java.io.File),org.apache.commons.io.FileUtils.touch(java.io.File)	true	4035
745.json	org.apache.commons.io.IOUtils.write(java.lang.CharSequence, java.io.Writer)	noCall	noCall	true	3630
146.json	org.apache.commons.io.FileCleaningTracker.getTrackCount()	200.json	org.apache.commons.io.FileCleaner.getTrackCount()	true	3960
654.json	org.apache.commons.io.IOUtils.copy(java.io.Reader, java.io.OutputStream, java.lang.String)	noCall	noCall	true	4902
577.json	org.apache.commons.io.monitor.FileAlterationObserver.destroy()	611.json	org.apache.commons.io.monitor.FileAlterationMonitor.stop(long)	true	3570
812.json	org.apache.commons.io.output.FileWriterWithEncoding.write(java.lang.String, int, int)	noCall	noCall	true	3660
727.json	org.apache.commons.io.IOUtils.toString(java.io.Reader)	noCall	noCall	true	5287
455.json	org.apache.commons.io.input.ProxyInputStream.available()	noCall	noCall	true	5517
239.json	org.apache.commons.io.input.DemuxInputStream.close()	noCall	noCall	true	5669
806.json	org.apache.commons.io.output.AppendableOutputStream.getAppendable()	noCall	noCall	true	969
519.json	org.apache.commons.io.comparator.NameFileComparator.toString()	noCall	noCall	true	3333
32.json	org.apache.commons.io.filefilter.FileFilterUtils.ageFileFilter(java.io.File)	noCall	noCall	true	4396
693.json	org.apache.commons.io.IOUtils.skip(java.nio.channels.ReadableByteChannel, long)	696.json	org.apache.commons.io.IOUtils.skipFully(java.nio.channels.ReadableByteChannel, long)	true	1871
244.json	org.apache.commons.io.input.SwappedDataInputStream.readDouble()	noCall	noCall	true	5669
1074.json	org.apache.commons.io.FileUtils.copyDirectory(java.io.File, java.io.File, java.io.FileFilter, boolean)	1072.json,1073.json	org.apache.commons.io.FileUtils.copyDirectory(java.io.File, java.io.File, boolean),org.apache.commons.io.FileUtils.copyDirectory(java.io.File, java.io.File, java.io.FileFilter)	true	4711
687.json	org.apache.commons.io.IOUtils.resourceToByteArray(java.lang.String, java.lang.ClassLoader)	686.json	org.apache.commons.io.IOUtils.resourceToByteArray(java.lang.String)	true	418
815.json	org.apache.commons.io.output.WriterOutputStream.write(byte[], int, int)	816.json,817.json	org.apache.commons.io.output.WriterOutputStream.write(byte[]),org.apache.commons.io.output.WriterOutputStream.write(int)	true	3327
429.json	org.apache.commons.io.input.XmlStreamReader.calculateHttpEncoding(java.lang.String, java.lang.String, java.lang.String, java.lang.String, boolean)	427.json,426.json	org.apache.commons.io.input.XmlStreamReader.doLenientDetection(java.lang.String, org.apache.commons.io.input.XmlStreamReaderException),org.apache.commons.io.input.XmlStreamReader.doHttpStream(org.apache.commons.io.input.BOMInputStream, org.apache.commons.io.input.BOMInputStream, java.lang.String, boolean)	true	2660
228.json	org.apache.commons.io.input.NullInputStream.reset()	noCall	noCall	true	4116
775.json	org.apache.commons.io.DirectoryWalker.handleDirectoryEnd(java.io.File, int, java.util.Collection<T>)	765.json	org.apache.commons.io.DirectoryWalker.walk(java.io.File, int, java.util.Collection<T>)	true	4193
1168.json	org.apache.commons.io.FileUtils.writeLines(java.io.File, java.util.Collection<?>, java.lang.String, boolean)	noCall	noCall	true	4034
333.json	org.apache.commons.io.input.NullReader.doEndOfFile()	328.json,330.json,326.json	org.apache.commons.io.input.NullReader.read(char[], int, int),org.apache.commons.io.input.NullReader.skip(long),org.apache.commons.io.input.NullReader.read()	true	4116
874.json	org.apache.commons.io.output.ByteArrayOutputStream.needNewBuffer(int)	877.json,876.json,880.json,875.json	org.apache.commons.io.output.ByteArrayOutputStream.write(java.io.InputStream),org.apache.commons.io.output.ByteArrayOutputStream.write(int),org.apache.commons.io.output.ByteArrayOutputStream.reset(),org.apache.commons.io.output.ByteArrayOutputStream.write(byte[], int, int)	true	5399
1093.json	org.apache.commons.io.FileUtils.doCopyFile(java.io.File, java.io.File, boolean)	1092.json,1077.json	org.apache.commons.io.FileUtils.doCopyDirectory(java.io.File, java.io.File, java.io.FileFilter, boolean, java.util.List<java.lang.String>),org.apache.commons.io.FileUtils.copyFile(java.io.File, java.io.File, boolean)	true	5669
419.json	org.apache.commons.io.input.UnixLineEndingInputStream.close()	noCall	noCall	true	1175
1145.json	org.apache.commons.io.FileUtils.sizeOfDirectoryBig0(java.io.File)	1144.json,1140.json,1141.json	org.apache.commons.io.FileUtils.sizeOfDirectoryAsBigInteger(java.io.File),org.apache.commons.io.FileUtils.sizeOfAsBigInteger(java.io.File),org.apache.commons.io.FileUtils.sizeOfBig0(java.io.File)	true	1649
17.json	org.apache.commons.io.filefilter.FileFilterUtils.fileFileFilter()	noCall	noCall	true	4193
595.json	org.apache.commons.io.monitor.FileEntry.setName(java.lang.String)	noCall	noCall	true	3570
291.json	org.apache.commons.io.input.BoundedInputStream.read()	noCall	noCall	true	2665
322.json	org.apache.commons.io.input.NullReader.getSize()	noCall	noCall	true	4116
561.json	org.apache.commons.io.CopyUtils.copy(java.lang.String, java.io.OutputStream, java.lang.String)	noCall	noCall	true	1733
574.json	org.apache.commons.io.monitor.FileAlterationObserver.removeListener(org.apache.commons.io.monitor.FileAlterationListener)	noCall	noCall	true	3570
304.json	org.apache.commons.io.input.XmlStreamReaderException.getXmlGuessEncoding()	427.json	org.apache.commons.io.input.XmlStreamReader.doLenientDetection(java.lang.String, org.apache.commons.io.input.XmlStreamReaderException)	true	2660
771.json	org.apache.commons.io.DirectoryWalker.handleDirectoryStart(java.io.File, int, java.util.Collection<T>)	765.json	org.apache.commons.io.DirectoryWalker.walk(java.io.File, int, java.util.Collection<T>)	true	4193
439.json	org.apache.commons.io.input.BOMInputStream.readFirstBytes()	447.json,442.json,443.json	org.apache.commons.io.input.BOMInputStream.skip(long),org.apache.commons.io.input.BOMInputStream.read(),org.apache.commons.io.input.BOMInputStream.read(byte[], int, int)	true	3333
184.json	org.apache.commons.io.FilenameUtils.equals(java.lang.String, java.lang.String, boolean, org.apache.commons.io.IOCase)	182.json,180.json,183.json,181.json	org.apache.commons.io.FilenameUtils.equalsNormalized(java.lang.String, java.lang.String),org.apache.commons.io.FilenameUtils.equals(java.lang.String, java.lang.String),org.apache.commons.io.FilenameUtils.equalsNormalizedOnSystem(java.lang.String, java.lang.String),org.apache.commons.io.FilenameUtils.equalsOnSystem(java.lang.String, java.lang.String)	true	4789
716.json	org.apache.commons.io.IOUtils.toInputStream(java.lang.CharSequence)	noCall	noCall	true	3630
471.json	org.apache.commons.io.input.TailerListenerAdapter.handle(java.lang.String)	noCall	noCall	true	2664
832.json	org.apache.commons.io.output.ProxyOutputStream.afterWrite(int)	828.json,826.json,827.json	org.apache.commons.io.output.ProxyOutputStream.write(byte[], int, int),org.apache.commons.io.output.ProxyOutputStream.write(int),org.apache.commons.io.output.ProxyOutputStream.write(byte[])	true	3072
90.json	org.apache.commons.io.filefilter.AbstractFileFilter.accept(java.io.File, java.lang.String)	89.json,93.json	org.apache.commons.io.filefilter.AbstractFileFilter.accept(java.io.File),org.apache.commons.io.filefilter.DelegateFileFilter.accept(java.io.File, java.lang.String)	true	5650
1101.json	org.apache.commons.io.FileUtils.getTempDirectoryPath()	1100.json	org.apache.commons.io.FileUtils.getTempDirectory()	true	2720
56.json	org.apache.commons.io.filefilter.OrFileFilter.removeFileFilter(org.apache.commons.io.filefilter.IOFileFilter)	noCall	noCall	true	4830
741.json	org.apache.commons.io.IOUtils.write(char[], java.io.Writer)	noCall	noCall	true	4902
1131.json	org.apache.commons.io.FileUtils.readFileToString(java.io.File, java.nio.charset.Charset)	1130.json,1132.json	org.apache.commons.io.FileUtils.readFileToString(java.io.File),org.apache.commons.io.FileUtils.readFileToString(java.io.File, java.lang.String)	true	5167
533.json	org.apache.commons.io.comparator.LastModifiedFileComparator.compare(java.io.File, java.io.File)	noCall	noCall	true	3662
891.json	org.apache.commons.io.output.BrokenOutputStream.close()	noCall	noCall	true	3264
182.json	org.apache.commons.io.FilenameUtils.equalsNormalized(java.lang.String, java.lang.String)	noCall	noCall	true	4789
644.json	org.apache.commons.io.IOUtils.contentEqualsIgnoreEOL(java.io.Reader, java.io.Reader)	1069.json	org.apache.commons.io.FileUtils.contentEqualsIgnoreEOL(java.io.File, java.io.File, java.lang.String)	true	2257
58.json	org.apache.commons.io.filefilter.OrFileFilter.accept(java.io.File)	noCall	noCall	true	5650
1154.json	org.apache.commons.io.FileUtils.waitFor(java.io.File, int)	noCall	noCall	true	5833
432.json	org.apache.commons.io.input.XmlStreamReader.getXmlProlog(java.io.InputStream, java.lang.String)	425.json,426.json	org.apache.commons.io.input.XmlStreamReader.doRawStream(org.apache.commons.io.input.BOMInputStream, org.apache.commons.io.input.BOMInputStream, boolean),org.apache.commons.io.input.XmlStreamReader.doHttpStream(org.apache.commons.io.input.BOMInputStream, org.apache.commons.io.input.BOMInputStream, java.lang.String, boolean)	true	2660
1070.json	org.apache.commons.io.FileUtils.convertFileCollectionToFileArray(java.util.Collection<java.io.File>)	noCall	noCall	true	5167
418.json	org.apache.commons.io.input.UnixLineEndingInputStream.eofGame(boolean)	417.json	org.apache.commons.io.input.UnixLineEndingInputStream.read()	true	1175
1116.json	org.apache.commons.io.FileUtils.lineIterator(java.io.File)	noCall	noCall	true	4034
931.json	org.apache.commons.io.output.TeeOutputStream.write(byte[], int, int)	noCall	noCall	true	5805
118.json	org.apache.commons.io.EndianUtils.readSwappedFloat(byte[], int)	noCall	noCall	true	5287
800.json	org.apache.commons.io.output.ChunkedOutputStream.write(byte[], int, int)	noCall	noCall	true	1686
330.json	org.apache.commons.io.input.NullReader.skip(long)	noCall	noCall	true	4116
290.json	org.apache.commons.io.input.MessageDigestCalculatingInputStream.getMessageDigest()	noCall	noCall	true	563
294.json	org.apache.commons.io.input.BoundedInputStream.skip(long)	noCall	noCall	true	2665
26.json	org.apache.commons.io.filefilter.FileFilterUtils.asFileFilter(java.io.FileFilter)	noCall	noCall	true	5230
683.json	org.apache.commons.io.IOUtils.readLines(java.io.InputStream, java.nio.charset.Charset)	682.json,1134.json,684.json	org.apache.commons.io.IOUtils.readLines(java.io.InputStream),org.apache.commons.io.FileUtils.readLines(java.io.File, java.nio.charset.Charset),org.apache.commons.io.IOUtils.readLines(java.io.InputStream, java.lang.String)	true	4534
422.json	org.apache.commons.io.input.XmlStreamReader.getEncoding()	noCall	noCall	true	2660
119.json	org.apache.commons.io.EndianUtils.writeSwappedDouble(byte[], int, double)	noCall	noCall	true	5287
1052.json	org.apache.commons.io.IOCase.checkCompareTo(java.lang.String, java.lang.String)	528.json,518.json,520.json	org.apache.commons.io.comparator.ExtensionFileComparator.compare(java.io.File, java.io.File),org.apache.commons.io.comparator.NameFileComparator.compare(java.io.File, java.io.File),org.apache.commons.io.comparator.PathFileComparator.compare(java.io.File, java.io.File)	true	3692
485.json	org.apache.commons.io.FileSystemUtils.freeSpaceKb(java.lang.String)	noCall	noCall	true	4334
681.json	org.apache.commons.io.IOUtils.readFully(java.io.Reader, char[], int, int)	680.json	org.apache.commons.io.IOUtils.readFully(java.io.Reader, char[])	true	2252
227.json	org.apache.commons.io.input.NullInputStream.read(byte[], int, int)	226.json	org.apache.commons.io.input.NullInputStream.read(byte[])	true	4116
331.json	org.apache.commons.io.input.NullReader.processChar()	326.json	org.apache.commons.io.input.NullReader.read()	true	4116
136.json	org.apache.commons.io.ByteOrderMark.get(int)	441.json,138.json	org.apache.commons.io.input.BOMInputStream.matches(org.apache.commons.io.ByteOrderMark),org.apache.commons.io.ByteOrderMark.equals(java.lang.Object)	true	2660
855.json	org.apache.commons.io.output.StringBuilderWriter.toString()	725.json,727.json	org.apache.commons.io.IOUtils.toString(java.io.InputStream, java.nio.charset.Charset),org.apache.commons.io.IOUtils.toString(java.io.Reader)	true	3630
